,calibName,chamber,splitDriftTime,diffJointPoint,para_smallRt,residual_smallRt,ndf_smallRt,para_largeRt,residual_largeRt,ndf_largeRt,para_res,residual_res,ndf_res
477,BOF_7_-2,BOF3C14,99.5663775850567,0.0006618860180873654,"[0.046222543611130554, 0.07628656229423768]",[0.02732882],14,"[-4.937699244030199e-11, 1.062555777733996e-07, -8.999898880493844e-05, 0.04666331863735229, 0.8252370622494016]",[0.02520111],87,"[0.009554557900107319, -0.41703379646918626, 7.079133044460798, -56.109606021804744, 240.25334451685777]",[7.09858749],100
478,BOF_7_-3,BOF5C14,98.76584389593062,0.0003265287990581456,"[0.0463709004833298, 0.07141686546593085]",[0.02009862],14,"[-5.432072751558895e-11, 1.1464877070226779e-07, -9.520908972069226e-05, 0.048240152269614894, 0.7105732290209748]",[0.02566158],87,"[0.00964864038033259, -0.42060092065118976, 7.125046149314145, -56.32037328270393, 240.37943697211963]",[6.75846463],100
479,BOF_7_-4,BOF7C14,98.76584389593062,0.0006028188099582721,"[0.04636837821128226, 0.07150053393733331]",[0.02022668],14,"[-5.4196159363947776e-11, 1.1443835535825674e-07, -9.507951755065641e-05, 0.048201748285888156, 0.71340400581256]",[0.02563566],87,"[0.009597629149420361, -0.41915361812766083, 7.112875409620212, -56.29453947543837, 240.38897211124305]",[6.35912058],100
480,BOF_7_1,BOF1A14,98.86591060707137,-0.00025082405562493193,"[0.046362717381207584, 0.07167997726596725]",[0.02057475],14,"[-5.3928264763324584e-11, 1.1398637739522826e-07, -9.480035496498326e-05, 0.048117689952688884, 0.7195455029623733]",[0.02562317],87,"[0.009551874136601865, -0.4175933574902795, 7.095414175173516, -56.22991852986569, 240.38281646586628]",[6.3179411],100
481,BOF_7_2,BOF3A14,98.66577718478986,-0.00013856930106737053,"[0.046390122693211355, 0.07075997571380226]",[0.01896007],14,"[-5.524836727720872e-11, 1.1620978396875674e-07, -9.617061525616508e-05, 0.04852870752703129, 0.6894467706701334]",[0.02573448],87,"[0.009627846347345214, -0.4200203917792863, 7.120237790036134, -56.30831576374246, 240.35814421758514]",[7.51373951],100
482,BOF_7_3,BOF5A14,98.86591060707137,-0.0002556021320057056,"[0.046363197791501456, 0.07166558150754646]",[0.02058367],14,"[-5.3928226452860814e-11, 1.1398552117024794e-07, -9.479931850786915e-05, 0.048117362051321035, 0.7195969365417202]",[0.02561932],87,"[0.009551992881516473, -0.4175966845322918, 7.095439375217287, -56.229914704970945, 240.38240106713778]",[6.3163376],100
483,BOF_7_4,BOF7A14,98.86591060707137,0.000148910698399618,"[0.04635900125930255, 0.07181950526534915]",[0.02081818],14,"[-5.373199566358635e-11, 1.1365366212758456e-07, -9.459414227198012e-05, 0.048055758896604545, 0.7241273904667157]",[0.02559006],87,"[0.009518930844901095, -0.41647010896599873, 7.082849563896841, -56.18349248479109, 240.37875003867185]",[6.29323465],100
484,BOG_6_-1,BOG2C12,98.66577718478986,-0.000664901320495126,"[0.046395152518430245, 0.07059673520311399]",[0.01865818],14,"[-5.553642980620016e-11, 1.1669273775468233e-07, -9.646682246635778e-05, 0.04861713435592418, 0.6829757459396496]",[0.02577941],87,"[0.009502449071917867, -0.4158254797270402, 7.073841999262253, -56.12849175180931, 240.24005844935255]",[7.86006464],100
485,BOG_6_-2,BOG4C12,98.76584389593062,0.0006887233665118231,"[0.04636774716919502, 0.07150558153823008]",[0.02033361],14,"[-5.4132714608722046e-11, 1.1433140851916712e-07, -9.501317882597227e-05, 0.04818149269467382, 0.7148830781145453]",[0.02563739],87,"[0.009585693915502434, -0.41874529744303446, 7.1082751500645145, -56.277162656733594, 240.38536227787108]",[6.34699966],100
486,BOG_6_-3,BOG6C12,100.36691127418278,0.0007095583156004892,"[0.046055092774927364, 0.08177001951027404]",[0.03547187],14,"[-4.539210528933179e-11, 9.93759571846332e-08, -8.56595262222177e-05, 0.04532723047354242, 0.9225579092718051]",[0.0248259],87,"[0.009551053339369809, -0.41715188792462293, 7.085946463534409, -56.19316222927788, 240.54458460609038]",[6.89011844],100
487,BOG_6_-4,BOG8C12,98.86591060707137,-0.00019520326315358716,"[0.04636253972035058, 0.07168803760865042]",[0.02062265],14,"[-5.389052660373342e-11, 1.1392293860283704e-07, -9.476115387555814e-05, 0.048105785019677584, 0.7204431410401314]",[0.02559229],87,"[0.009545365191523814, -0.4173704970354, 7.092907196967499, -56.2205594502241, 240.38166791272994]",[6.31476607],100
488,BOG_6_0,BOG0A12,99.76651100733822,-2.714799506531307e-05,"[0.046190649775987996, 0.07730283097952212]",[0.0287872],14,"[-4.855939465381823e-11, 1.0485474047821584e-07, -8.912184626896345e-05, 0.04639490937759153, 0.8446477070218893]",[0.025113],87,"[0.009570055272360385, -0.41738375123684623, 7.0817429650615455, -56.123899723732315, 240.31006251047802]",[7.53251732],100
489,BOG_6_1,BOG2A12,98.76584389593062,0.0003313155982151983,"[0.04637114966779524, 0.07140571428571438]",[0.02008316],14,"[-5.431878011351376e-11, 1.1464502980381797e-07, -9.5206465421399e-05, 0.04823934564509772, 0.7106489620660513]",[0.02565199],87,"[0.009648602896413283, -0.420599289550315, 7.125022762915089, -56.3202563252117, 240.37935116151485]",[6.7592351],100
490,BOG_6_2,BOG4A12,98.86591060707137,0.00020659809203849022,"[0.04635819335708331, 0.07185399318406646]",[0.02086931],14,"[-5.370154702675911e-11, 1.1360348103657119e-07, -9.456403678289399e-05, 0.048046850602336946, 0.7247717372820882]",[0.02557891],87,"[0.009514328964695538, -0.416313441847542, 7.0811079462498725, -56.177234814541976, 240.37937336777287]",[6.28752079],100
491,BOG_6_3,BOG6A12,99.76651100733822,0.0005282029478150818,"[0.046182901888749836, 0.07755371407639812]",[0.02910829],14,"[-4.8377989384142044e-11, 1.045428884700164e-07, -8.892619148342686e-05, 0.04633514489847944, 0.8489877340626398]",[0.02511088],87,"[0.009584083997918689, -0.41761683206679506, 7.080408940278197, -56.09044333312298, 240.2061439195959]",[7.66490685],100
492,BOG_6_4,BOG8A12,98.26551034022681,-0.0002931542996709169,"[0.046447021359395345, 0.06886230817069751]",[0.0157793],14,"[-5.836619112072425e-11, 1.2141440774049923e-07, -9.934960563816242e-05, 0.04947397868137653, 0.6206909173139188]",[0.02603412],87,"[0.009693956479751565, -0.42151190906610886, 7.127494274543038, -56.3109947484199, 240.53133174655636]",[8.28467418],100
493,BOG_7_-1,BOG2C14,98.86591060707137,-0.0003746731793965452,"[0.046364006265905894, 0.07163235251339917]",[0.02050265],14,"[-5.3996441783917336e-11, 1.1410206044709978e-07, -9.487189939414695e-05, 0.048138943429402795, 0.7179942422467314]",[0.02563414],87,"[0.00956288406891504, -0.41796794950108823, 7.099592134259954, -56.24527157133819, 240.38386817869213]",[6.32795109],100
494,BOG_7_-2,BOG4C14,98.76584389593062,-0.0006562721289178342,"[0.046381253233761695, 0.07105172084696651]",[0.01950113],14,"[-5.481258012214072e-11, 1.1547621161872124e-07, -9.571845344340212e-05, 0.0483929514934398, 0.6993747435437857]",[0.02570444],87,"[0.009634780189041582, -0.4202484750021448, 7.122503841721308, -56.313225902674816, 240.34194668470863]",[6.94642482],100
495,BOG_7_-3,BOG6C14,99.26617745163442,-0.0005264016678818706,"[0.04630208918974112, 0.0737172980562575]",[0.02395195],14,"[-5.151127211192489e-11, 1.098905628395888e-07, -9.226158774192024e-05, 0.04735128166087085, 0.7756789195188357]",[0.02538449],87,"[0.009611202211394047, -0.41891980512446797, 7.0998052470423865, -56.18549469528886, 240.26460948277]",[7.7003111],100
496,BOG_7_-4,BOG8C14,98.66577718478986,-0.00026832961358636,"[0.046390985437577685, 0.07073439909645418]",[0.01893883],14,"[-5.5294279218643836e-11, 1.1628785887637403e-07, -9.621921481394991e-05, 0.04854324532789808, 0.6883446469166447]",[0.02573824],87,"[0.009544281617042025, -0.4172388553175552, 7.089767415482981, -56.19353500044176, 240.30038275012694]",[7.6801077],100
497,BOG_7_0,BOG0A14,98.76584389593062,0.00015817842480636557,"[0.046372914546551715, 0.07133836476764227]",[0.01996957],14,"[-5.440463244741817e-11, 1.1479031323363224e-07, -9.529693391947516e-05, 0.048267025617940114, 0.7085996402890784]",[0.02565632],87,"[0.009664084117738222, -0.4211269152786851, 7.1309205791171, -56.34200653833019, 240.3810318344331]",[6.77912778],100
498,BOG_7_1,BOG2A14,98.86591060707137,-0.00029321033217755144,"[0.04636298486531109, 0.07168055456987606]",[0.02056143],14,"[-5.3953777220752845e-11, 1.1403020781315353e-07, -9.482745235819625e-05, 0.04812548274836983, 0.7189846412470189]",[0.02561205],87,"[0.00955569389571712, -0.417723704730524, 7.09687966970892, -56.2354597737754, 240.38411341221854]",[6.31928438],100
499,BOG_7_2,BOG4A14,99.16611074049366,-4.644285910782031e-05,"[0.046315436297003375, 0.07330067043438869]",[0.0234067],14,"[-5.18798157702038e-11, 1.105153883922937e-07, -9.26487930185387e-05, 0.04746851210927789, 0.7672522075117469]",[0.02538956],87,"[0.009606299172347402, -0.41869850020977334, 7.096291046046422, -56.16161729658671, 240.20131137787098]",[7.69054881],100
500,BOG_7_3,BOG6A14,98.56571047364909,0.00029991044750143914,"[0.04639937399013766, 0.07045143146777352]",[0.01843564],14,"[-5.572721434380336e-11, 1.1701330060194168e-07, -9.666381830340548e-05, 0.048675913025458845, 0.6786804888599401]",[0.02578276],87,"[0.009462832443023716, -0.41443396821855993, 7.057433960804177, -56.058163495212874, 240.17586837182972]",[7.9207129],100
501,BOG_7_4,BOG8A14,100.0667111407605,0.00046274014226277416,"[0.046121471187732244, 0.07956328804726878]",[0.03209011],14,"[-4.6890404115833855e-11, 1.0197828792675199e-07, -8.731112967980662e-05, 0.045838911153199144, 0.8850965405631126]",[0.02497565],87,"[0.009649377642278852, -0.4202623217032168, 7.11672672782294, -56.27740467219341, 240.45011872997458]",[7.35740794],100
502,BOL_1_-1,BOL1C01,98.66577718478986,-0.0005530348349944703,"[0.046393870431108576, 0.07062297060180622]",[0.01871936],14,"[-5.547310123145715e-11, 1.165877316568896e-07, -9.640301480114966e-05, 0.048598012602816494, 0.6843477060991398]",[0.02575789],87,"[0.009574072808020289, -0.41825431712303335, 7.1011257131368035, -56.235549093485695, 240.30445916473462]",[7.70311202],100
503,BOL_1_-2,BOL2C01,98.56571047364909,0.0002011436398294819,"[0.04640034639985445, 0.07042688388180922]",[0.01837819],14,"[-5.578273401830893e-11, 1.171055927107237e-07, -9.671966982417083e-05, 0.048692311077856064, 0.6774962063333165]",[0.02577955],87,"[0.009488763473553423, -0.41503950514678284, 7.060349631490321, -56.049596366119864, 240.15262428321836]",[8.18730473],100
504,BOL_1_-3,BOL3C01,98.66577718478986,-0.0004099229086431677,"[0.046392674340049775, 0.07066558004347999]",[0.01880524],14,"[-5.539710120808982e-11, 1.1645994451099286e-07, -9.632457154268556e-05, 0.048574743189257585, 0.6860632066649934]",[0.02577122],87,"[0.009561318509010618, -0.4178194247163236, 7.096251712675936, -56.21735778511057, 240.30163917144824]",[7.69428332],100
505,BOL_1_-4,BOL4C01,98.46564376250834,0.0006728409714886752,"[0.04640969338494529, 0.07008378225969379]",[0.01783943],14,"[-5.626069303422318e-11, 1.1790668944223465e-07, -9.7211761240641e-05, 0.04883987538115676, 0.6667085947036019]",[0.0258455],87,"[0.009294598733095717, -0.4085465055989907, 6.988915676864543, -55.78016950055653, 240.0230263606797]",[7.41259221],100
506,BOL_1_-5,BOL5C01,98.56571047364909,-0.000574503972271323,"[0.04640806569875931, 0.07015468158957486]",[0.01793156],14,"[-5.6190066603423004e-11, 1.1778978252010405e-07, -9.714079658141885e-05, 0.048818629725266224, 0.6682331336226502]",[0.02583372],87,"[0.00931583727558812, -0.4094420265159978, 7.0014703648086245, -55.842902581368605, 240.0797556121317]",[7.54325008],100
507,BOL_1_-6,BOL6C01,98.56571047364909,3.716524140973121e-05,"[0.04640196411187591, 0.07035988636478382]",[0.01827824],14,"[-5.587359885276558e-11, 1.1725799523668889e-07, -9.681335681940746e-05, 0.04872034601396267, 0.6754342236201717]",[0.02581354],87,"[0.009408765036121812, -0.41248419172561596, 7.033991565291854, -55.960506639665525, 240.13094797925297]",[7.99302126],100
508,BOL_1_1,BOL1A01,98.56571047364909,0.00038436575214895186,"[0.04639837309470246, 0.07047387785691885]",[0.01849372],14,"[-5.568418380413055e-11, 1.1694090754161998e-07, -9.661941946087907e-05, 0.04866273980817417, 0.6796210816065579]",[0.02577436],87,"[0.009455549971954932, -0.41418542026282723, 7.054644205306907, -56.04771718236735, 240.17412099886747]",[7.91893292],100
509,BOL_1_2,BOL2A01,98.66577718478986,-0.0005389332903016353,"[0.046394010163483455, 0.0706171428571437]",[0.01876503],14,"[-5.545015126165799e-11, 1.1654919531403134e-07, -9.637913675183454e-05, 0.04859067259734406, 0.6848963621793983]",[0.02577135],87,"[0.009569420439965226, -0.41809470588102904, 7.099319379476467, -56.228653781539435, 240.30270197141834]",[7.69918562],100
510,BOL_1_3,BOL3A01,98.46564376250834,0.0005854733418289015,"[0.04641033156452401, 0.07007274659955537]",[0.01780689],14,"[-5.631111590678383e-11, 1.1799154059356077e-07, -9.726402609143234e-05, 0.04885550937524406, 0.6655640867112165]",[0.02585246],87,"[0.009302706542365292, -0.408824184935788, 6.992041990539956, -55.791867862574875, 240.02455018727534]",[7.41718446],100
511,BOL_1_4,BOL4A01,98.46564376250834,0.000649168970430658,"[0.046409676265708834, 0.0701001345020672]",[0.01782333],14,"[-5.6274734301819066e-11, 1.1793025131705705e-07, -9.722621312090162e-05, 0.04884418710607026, 0.6663939765294951]",[0.02584555],87,"[0.009296793801673149, -0.4086227394879181, 6.989793477342373, -55.78362604032644, 240.02423321747082]",[7.41481592],100
512,BOL_1_5,BOL5A01,98.56571047364909,0.0003016011384264772,"[0.04639945572315721, 0.07043142857142935]",[0.01840859],14,"[-5.575377190042051e-11, 1.1705712242375615e-07, -9.669021339435138e-05, 0.04868368345401943, 0.6781213119800363]",[0.02580165],87,"[0.009484609926396118, -0.4148963532224339, 7.058720850952424, -56.04335308192262, 240.15119588049689]",[8.18559399],100
513,BOL_1_6,BOL6A01,98.56571047364909,0.000343879870565722,"[0.0463990521550616, 0.07045685078154247]",[0.01843976],14,"[-5.572390485940764e-11, 1.1700735084355732e-07, -9.66598918824705e-05, 0.04867473000598495, 0.6787819999234169]",[0.02577772],87,"[0.00946257662236911, -0.41442494851200895, 7.057328207210204, -56.057736703663565, 240.17569931760195]",[7.91877351],100
514,BOL_2_-1,BOL1C03,98.26551034022681,0.0006017440323295986,"[0.046437448630687925, 0.06917714285714353]",[0.01629565],14,"[-5.7820175561749965e-11, 1.2050802112905985e-07, -9.879929673699716e-05, 0.04931135595705568, 0.6324354683226522]",[0.02598345],87,"[0.009608733072252743, -0.41918178695850816, 7.109243002493435, -56.27575136570708, 240.49240030903806]",[8.1932831],100
515,BOL_2_-2,BOL2C03,98.26551034022681,-0.0005987652721328729,"[0.0464498869289588, 0.06875192968983505]",[0.01564757],14,"[-5.852074018225757e-11, 1.21672702306941e-07, -9.950725767899496e-05, 0.049520312764303916, 0.6172951019075099]",[0.02601421],87,"[0.009725392140348156, -0.4223174312850369, 7.132787793829307, -56.31115878648922, 240.50166200213508]",[8.34709774],100
516,BOL_2_-3,BOL3C03,98.06537691794529,-6.980950584800638e-05,"[0.046472045753679275, 0.06801361939289895]",[0.01451038],14,"[-5.985611986043307e-11, 1.238814444333418e-07, -0.00010084442952549454, 0.049914955719533145, 0.5888220434024467]",[0.02614811],87,"[0.009439418524300207, -0.41325833705736265, 7.040277826874652, -55.998565916723784, 240.3783728260277]",[7.18685566],100
517,BOL_2_-4,BOL4C03,98.26551034022681,-0.0005105280483457264,"[0.046449335071325364, 0.06876829387745814]",[0.01565062],14,"[-5.850622971516933e-11, 1.216470476498881e-07, -9.949064257591016e-05, 0.049515389552989494, 0.6176918091300756]",[0.02603456],87,"[0.009723848612535592, -0.4222647843371989, 7.132199529624105, -56.308998413360385, 240.50154511150768]",[8.34436791],100
518,BOL_2_-5,BOL5C03,98.26551034022681,-0.0005321149010901749,"[0.04644953268439355, 0.06874974241616724]",[0.01568572],14,"[-5.847937146656417e-11, 1.216030555931927e-07, -9.94651776124128e-05, 0.049508665253551555, 0.6181252017218156]",[0.0260209],87,"[0.00972054040055173, -0.42215136245689416, 7.130913662443945, -56.30402844586845, 240.49984373009926]",[8.33661523],100
519,BOL_2_-6,BOL6C03,98.16544362908606,1.1126563483898622e-05,"[0.04645754327838177, 0.06850219104714143]",[0.0152254],14,"[-5.897379342184944e-11, 1.2242296884205094e-07, -9.996300994639434e-05, 0.04965601869540199, 0.6074908532279031]",[0.02607088],87,"[0.009707169757915322, -0.4217717062849806, 7.127437851939207, -56.2897388414701, 240.45245406490375]",[8.42586061],100
520,BOL_2_1,BOL1A03,98.36557705136758,0.00012723445734685868,"[0.04642895128139843, 0.06943182085744025]",[0.01678741],14,"[-5.7313637313140575e-11, 1.1966515404093298e-07, -9.828568727668669e-05, 0.049158675169618526, 0.6435122645997433]",[0.02592982],87,"[0.009578873827270113, -0.4181211935606588, 7.097354771374232, -56.235243262571444, 240.4961552958723]",[8.04882865],100
521,BOL_2_2,BOL2A03,98.26551034022681,-0.000522658757129868,"[0.046449612325339514, 0.06876340843987798]",[0.0156702],14,"[-5.84891894592902e-11, 1.2161946606607513e-07, -9.947469899596601e-05, 0.04951101284303722, 0.6180027464505513]",[0.02603079],87,"[0.009721188754089697, -0.42217384091224436, 7.131173002322774, -56.30507346203232, 240.50041345233723]",[8.3375494],100
522,BOL_2_3,BOL3A03,97.86524349566378,0.0004370950507501803,"[0.046493205563815795, 0.06734586235091872]",[0.01341905],14,"[-6.128331915383147e-11, 1.2623051551288822e-07, -0.00010225919862630442, 0.05033000693747046, 0.5589955890323001]",[0.02624288],87,"[0.00958536574442301, -0.4177135429746638, 7.082476376110818, -56.110537286397175, 240.29768749785885]",[7.26619432],100
523,BOL_2_4,BOL4A03,98.26551034022681,0.00013284348269859692,"[0.04644322483870606, 0.068962191253947]",[0.01602586],14,"[-5.8091695050048194e-11, 1.2095792859032883e-07, -9.907258382955927e-05, 0.04939278159199251, 0.6265551932254323]",[0.02600553],87,"[0.009652123176601322, -0.42008325486510467, 7.11146389534574, -56.25126890441996, 240.52376567423707]",[8.20319143],100
524,BOL_2_5,BOL5A03,98.26551034022681,0.0002234653978456791,"[0.04644177323121846, 0.06903235455305148]",[0.01606044],14,"[-5.804989367823321e-11, 1.2088945524111516e-07, -9.903072517274876e-05, 0.049379594247443745, 0.6275260790372723]",[0.02599476],87,"[0.009607488336775754, -0.4188557609400468, 7.101789885440574, -56.23464942120985, 240.5313684653219]",[8.13550179],100
525,BOL_2_6,BOL6A03,98.16544362908606,0.0006434154326315777,"[0.04645085365463408, 0.06872664050454302]",[0.01560649],14,"[-5.85702411197875e-11, 1.21754139749797e-07, -9.955662031580392e-05, 0.04953529242873661, 0.6162211098372271]",[0.02605362],87,"[0.009733889864258877, -0.42260778921915804, 7.1360429881595335, -56.32318384841367, 240.50233601895124]",[8.36833849],100
526,BOL_3_-1,BOL1C05,98.26551034022681,-0.0001888049029314942,"[0.0464459815050961, 0.06888988922792806]",[0.01582071],14,"[-5.830471811279459e-11, 1.2131304593716236e-07, -9.928886952459778e-05, 0.04945646468665291, 0.6219456596137788]",[0.02601546],87,"[0.009685039502190334, -0.4212077520843627, 7.124085524297538, -56.298300562798865, 240.5296324144796]",[8.26729869],100
527,BOL_3_-2,BOL2C05,98.26551034022681,0.0004910911605424673,"[0.04643883106789482, 0.06913102025516817]",[0.01622028],14,"[-5.788319182555924e-11, 1.2061295525393994e-07, -9.886342546107168e-05, 0.04933054156023417, 0.631054797302886]",[0.02598509],87,"[0.009623768170157735, -0.4194172016325357, 7.107617179909092, -56.2457230041044, 240.45900144341863]",[8.35063671],100
528,BOL_3_-3,BOL3C05,98.16544362908606,-0.000527057507198947,"[0.04646329166955644, 0.06831115094772006]",[0.01495905],14,"[-5.931576740120754e-11, 1.2298805521424764e-07, -0.00010030412474973509, 0.04975602819931057, 0.6002927855074787]",[0.02612114],87,"[0.009514013603726562, -0.41561830579326947, 7.064401554837711, -56.081659405159655, 240.42514968122913]",[7.83899105],100
529,BOL_3_-4,BOL4C05,98.26551034022681,-0.00039692380645295344,"[0.04644779667321403, 0.06882219079927974]",[0.01572919],14,"[-5.842234984188355e-11, 1.215089998847408e-07, -9.940823001292267e-05, 0.0494917110347042, 0.6193623030514714]",[0.02603534],87,"[0.009703206295763545, -0.4218275300988111, 7.131023580666747, -56.32395947998777, 240.53183942908043]",[8.3001837],100
530,BOL_3_-5,BOL5C05,98.16544362908606,-6.739509786335418e-05,"[0.04645822190932148, 0.06847259985695808]",[0.01520178],14,"[-5.902229455580625e-11, 1.225037858216709e-07, -0.00010001192764573197, 0.049670152958412116, 0.6064613091554387]",[0.02608684],87,"[0.009713359490566668, -0.42198272466549686, 7.129788324227264, -56.29822275892582, 240.45179394228745]",[8.43275449],100
531,BOL_3_-6,BOL6C05,98.06537691794529,0.000416534054915374,"[0.04646697916758567, 0.06818335953351955]",[0.01476115],14,"[-5.955124828716627e-11, 1.2337776607630328e-07, -0.00010054009602396678, 0.04982554599998602, 0.5952693602610438]",[0.02613112],87,"[0.009550041421064226, -0.41684788582474047, 7.0781692391348585, -56.1325365291269, 240.42903409465708]",[7.87816085],100
532,BOL_3_1,BOL1A05,98.46564376250834,-0.00040167129487311826,"[0.04642082172122738, 0.06971624637818614]",[0.01719862],14,"[-5.688157091375139e-11, 1.1894390404205927e-07, -9.784510935320628e-05, 0.0490278197694625, 0.653065020319232]",[0.02588603],87,"[0.009442192119853329, -0.41330277239087804, 7.038316410207962, -55.94589192419314, 240.0436378151394]",[7.72260256],100
533,BOL_3_2,BOL2A05,98.26551034022681,0.000211039074190289,"[0.04644195273314381, 0.06900573499686027]",[0.01605555],14,"[-5.8070026600258134e-11, 1.2092235089190502e-07, -9.90504081286114e-05, 0.049385432473586614, 0.6270917002809845]",[0.02600058],87,"[0.009611004252326255, -0.41897453427813847, 7.103099678787383, -56.23933339351217, 240.5310998641583]",[8.14171691],100
534,BOL_3_3,BOL3A05,98.16544362908606,0.0006481907785396146,"[0.04645079899068524, 0.0687253215818405]",[0.01560669],14,"[-5.856972234050433e-11, 1.2175324557018924e-07, -9.955606939511756e-05, 0.04953514315466454, 0.6162293424728609]",[0.02605355],87,"[0.009733889864258877, -0.42260778921915804, 7.1360429881595335, -56.32318384841367, 240.50233601895124]",[8.36833849],100
535,BOL_3_4,BOL4A05,98.16544362908606,0.0004008880729999831,"[0.04645357506193017, 0.06862623691035422]",[0.0154498],14,"[-5.873805502585256e-11, 1.2203140414129595e-07, -9.972439190671816e-05, 0.04958495009413311, 0.6126406840536659]",[0.0260675],87,"[0.009760233746791568, -0.4235061871320867, 7.1460907152777695, -56.36021948015481, 240.50477003699046]",[8.42915767],100
536,BOL_3_5,BOL5A05,98.16544362908606,-0.00037494833658691107,"[0.04646161565809705, 0.06837443339970582]",[0.01502145],14,"[-5.922033526624055e-11, 1.2282985888263386e-07, -0.00010020832031882539, 0.04972796725462715, 0.6023158373149624]",[0.0260955],87,"[0.009582383983390754, -0.4179310754140259, 7.090320283602576, -56.18339264709762, 240.4890880224504]",[8.11297701],100
537,BOL_3_6,BOL6A05,98.16544362908606,-0.0004888719462252666,"[0.04646301836988991, 0.06831545711924655]",[0.01497191],14,"[-5.929103986425648e-11, 1.2294715399938487e-07, -0.00010027967093993544, 0.04974914837934922, 0.6007845561762685]",[0.02611069],87,"[0.009510844058994704, -0.4155100698175197, 7.063185199048701, -56.077085236408394, 240.42426447847544]",[7.83931016],100
538,BOL_4_-1,BOL1C07,98.36557705136758,-0.0004441033639501768,"[0.04643475483528177, 0.06925713872024765]",[0.01644991],14,"[-5.764541213152699e-11, 1.202172413495306e-07, -9.862209949307017e-05, 0.049258740385752446, 0.636254798729033]",[0.02595707],87,"[0.009632354732322383, -0.41994739990959246, 7.117830502527366, -56.311272234610364, 240.50413187280682]",[8.13919803],100
539,BOL_4_-2,BOL2C07,98.26551034022681,0.00023900929852338493,"[0.04644150056401407, 0.06902897976309152]",[0.01609775],14,"[-5.8030459603840476e-11, 1.208572439258716e-07, -9.901111477777929e-05, 0.049373736145698725, 0.6279264956533894]",[0.02600305],87,"[0.00960386611029302, -0.41873177574040565, 7.100388355674005, -56.22926877841548, 240.5296611092278]",[8.12691325],100
540,BOL_4_-3,BOL3C07,98.36557705136758,-0.00038700692472914966,"[0.04643408261939891, 0.06929753928768931]",[0.0164868],14,"[-5.761480221398775e-11, 1.2016728369378755e-07, -9.859231768626637e-05, 0.04924999984728806, 0.6369024607197589]",[0.02596343],87,"[0.009627246389912667, -0.41977387996502363, 7.115899308716162, -56.304202065659865, 240.50373649043703]",[8.12823149],100
541,BOL_4_-4,BOL4C07,98.36557705136758,-0.0003808942561986939,"[0.04643409467314164, 0.06927806863304672]",[0.01646982],14,"[-5.761089702303764e-11, 1.2016053377419202e-07, -9.858805908541354e-05, 0.04924875297437314, 0.6369777911926162]",[0.02594391],87,"[0.009627130886371592, -0.41976923241175934, 7.115836657186738, -56.303903619318426, 240.5035280218139]",[8.12737358],100
542,BOL_4_-5,BOL5C07,98.36557705136758,0.00031700296907288816,"[0.046427011211426276, 0.06951428143889661]",[0.01687804],14,"[-5.7214034927748415e-11, 1.1949879184390069e-07, -9.818419670165561e-05, 0.04912868220471385, 0.6457109444778404]",[0.02593022],87,"[0.009589124788139303, -0.41844569431676704, 7.099749391744373, -56.224628568814346, 240.37401130286668]",[8.04005993],100
543,BOL_4_-6,BOL6C07,98.36557705136758,0.00047302508217850203,"[0.046425646101729036, 0.06955699023776697]",[0.01695923],14,"[-5.7128433835531906e-11, 1.1935565647594492e-07, -9.809668149327268e-05, 0.04910276140390057, 0.6476065487158252]",[0.02592277],87,"[0.009576043175487728, -0.4179988834518253, 7.094741688623067, -56.20610254062788, 240.37259242782315]",[8.03050795],100
544,BOL_4_1,BOL1A07,98.26551034022681,0.0005512143628871868,"[0.04643828232992418, 0.06912912049684415]",[0.01626679],14,"[-5.7848702866925794e-11, 1.2055543054311497e-07, -9.882771436352455e-05, 0.04931943294067852, 0.6318572298767807]",[0.02597737],87,"[0.009612349780088205, -0.4193038374550141, 7.110579307458844, -56.280358254624296, 240.4909705752976]",[8.19432267],100
545,BOL_4_2,BOL2A07,98.26551034022681,0.0006272164024272442,"[0.046437351553669154, 0.06918339348490059]",[0.01630653],14,"[-5.780982116848681e-11, 1.2049065848024925e-07, -9.878815109797096e-05, 0.04930765805476609, 0.6327289140511968]",[0.02598389],87,"[0.009606298022191782, -0.41909862608400367, 7.108308573818897, -56.27224033187838, 240.4917297496575]",[8.1963982],100
546,BOL_4_3,BOL3A07,98.46564376250834,-0.000474749892767079,"[0.046421493585510606, 0.06970521522611808]",[0.01717057],14,"[-5.6916168871207585e-11, 1.1900081008427264e-07, -9.787927714986105e-05, 0.049037814768209474, 0.652343101111063]",[0.02589931],87,"[0.009447071048113907, -0.4134698715610755, 7.040197049395895, -55.9529129258596, 240.04443368390668]",[7.72282661],100
547,BOL_4_4,BOL4A07,98.26551034022681,0.0005424845806158984,"[0.046438719894142326, 0.0691228530574594]",[0.01624143],14,"[-5.7852317104483166e-11, 1.2056150256940195e-07, -9.883213706614776e-05, 0.04932141581842688, 0.631727663212168]",[0.02596926],87,"[0.009614596413066553, -0.4193805557786098, 7.11144306322428, -56.283637661428486, 240.4918156153736]",[8.19841746],100
