,calibName,chamber,splitDriftTime,diffJointPoint,para_smallRt,residual_smallRt,ndf_smallRt,para_largeRt,residual_largeRt,ndf_largeRt,para_res,residual_res,ndf_res
280,BMF_6_-3,BMF3C12,98.46564376250834,-9.554243879605906e-05,"[0.046417591898363746, 0.0698223205698072]",[0.01740762],14,"[-5.668677912066798e-11, 1.186193342852599e-07, -9.764768617869521e-05, 0.04896957145546707, 0.6572720882391104]",[0.02587768],87,"[0.009362592675009282, -0.4108681122907376, 7.014928020612948, -55.87642479695974, 240.030903987876]",[7.43442402],100
281,BMF_6_1,BMF1A12,98.46564376250834,0.0004944117022489536,"[0.04641135601124277, 0.07003296770205912]",[0.01776765],14,"[-5.6351330896541455e-11, 1.180594923952688e-07, -9.730533622053061e-05, 0.04886720924916956, 0.6647215136406668]",[0.02584851],87,"[0.009307855967953532, -0.408999115278989, 6.993986806083225, -55.79894565928974, 240.02466925407134]",[7.42134519],100
282,BMF_6_2,BMF2A12,98.46564376250834,0.0002805000189063378,"[0.04641355900271663, 0.06997478419704489]",[0.01763371],14,"[-5.647088408996464e-11, 1.1825828297417352e-07, -9.742623698013372e-05, 0.048903116130885424, 0.6621243929532867]",[0.02585517],87,"[0.00932676113726725, -0.4096455696384752, 7.001246417209957, -55.82593785679413, 240.02736960315397]",[7.42151035],100
283,BMF_6_3,BMF3A12,98.36557705136758,0.0005649074154669975,"[0.04642434581951566, 0.06959443295946034]",[0.0170346],14,"[-5.706873619334943e-11, 1.192572003975446e-07, -9.803697460581072e-05, 0.04908479603291661, 0.6488855517750384]",[0.02590432],87,"[0.009566100839765414, -0.4176596331341011, 7.090944845312157, -56.19208751369336, 240.37157210976005]",[8.0236601],100
284,BMF_7_-1,BMF1C14,98.46564376250834,-0.00019873764240063707,"[0.046418469772557015, 0.06980272497385502]",[0.01737069],14,"[-5.6737912898021064e-11, 1.1870500881516745e-07, -9.769995460659924e-05, 0.048984843653743705, 0.6561617343310311]",[0.02589025],87,"[0.009370209307720026, -0.4111281765713788, 7.017846813676684, -55.8873293122852, 240.03253279278744]",[7.43577043],100
285,BMF_7_-2,BMF2C14,98.46564376250834,0.0005416369735975479,"[0.04641106306669981, 0.07004790550710616]",[0.01779022],14,"[-5.6322936343897924e-11, 1.180111223386502e-07, -9.727573414442928e-05, 0.04885888099971617, 0.6653313801439136]",[0.02583744],87,"[0.009304787823630478, -0.4088944603144879, 6.992821214111191, -55.794751265579826, 240.02509129499012]",[7.4180593],100
286,BMF_7_-3,BMF3C14,98.46564376250834,-0.00013274084734327118,"[0.0464176214421942, 0.06982790592155108]",[0.01737751],14,"[-5.670466967971996e-11, 1.1864960391574825e-07, -9.766650634933244e-05, 0.04897518553305713, 0.6568458453024437]",[0.0258764],87,"[0.00936545203930398, -0.4109664473008584, 7.016045830382359, -55.88074514868435, 240.03229124486043]",[7.43465659],100
287,BMF_7_1,BMF1A14,98.66577718478986,-0.00040542448317637536,"[0.04639228899680227, 0.07068560085500207]",[0.01884098],14,"[-5.5385370203365266e-11, 1.1644061083678229e-07, -9.631264770192501e-05, 0.04857091694098495, 0.6863286060039696]",[0.02576643],87,"[0.00955926300088692, -0.41774946208583635, 7.095480459568243, -56.214715136963314, 240.30279379537052]",[7.69275164],100
288,BMF_7_2,BMF2A14,98.46564376250834,0.00012962456379028708,"[0.04641487342554059, 0.06992827954398714]",[0.01754731],14,"[-5.655566806134289e-11, 1.184006795104668e-07, -9.751420184072805e-05, 0.04892975890355558, 0.6601579302961054]",[0.02587146],87,"[0.009341554249562354, -0.41015078285404505, 7.006914139244365, -55.84703220352656, 240.02990453030597]",[7.42617837],100
289,BMF_7_3,BMF3A14,98.46564376250834,0.0004098133016769978,"[0.0464123652161707, 0.07001196358290605]",[0.01767374],14,"[-5.642395036872804e-11, 1.1817956215006057e-07, -9.737782612529447e-05, 0.04888864341668265, 0.6631997778445988]",[0.02585068],87,"[0.009319905431273347, -0.40941133452029294, 6.998625248673347, -55.81634344691588, 240.02739516298348]",[7.41817849],100
290,BMG_6_-1,BMG2C12,43.428952635090056,0.0005740853951174962,"[0.045722791053078964, 0.07261253671506594]",[0.01243346],26,"[1.4830683651499885e-09, -3.6940286888904164e-07, -0.00010953262065983414, 0.06435862854768747, -0.5045794750847075]",[0.00050975],75,"[0.011928551371795531, -0.4556733039389065, 7.298150904265817, -56.60862692225309, 240.65201403718646]",[8.81467103],100
291,BMG_6_-2,BMG4C12,43.128752501667776,0.00018397613398235535,"[0.045671143829367676, 0.07405878377712875]",[0.01144973],26,"[1.8454728864497004e-09, -5.591765787370167e-07, -7.378136206518594e-05, 0.06175305682724712, -0.4436363673868665]",[0.00052067],75,"[0.01000788375095718, -0.43160256431543637, 7.212634321605499, -56.51818473067438, 240.58031467352558]",[7.20571184],100
292,BMG_6_-3,BMG6C12,43.128752501667776,0.00042798608276140016,"[0.04566364552756568, 0.0742825133825221]",[0.01130124],26,"[1.8954164180996086e-09, -5.853599332453208e-07, -6.883487848740897e-05, 0.0613920787517346, -0.4351966726198116]",[0.00052338],75,"[0.00973829158322236, -0.42896446564230095, 7.213321665571672, -56.56174826008269, 240.59043622875416]",[7.23742878],100
293,BMG_6_1,BMG2A12,43.3288859239493,7.522175348384508e-06,"[0.045717951042840314, 0.07275057992860604]",[0.01231887],26,"[1.5237865208754842e-09, -3.904749251527758e-07, -0.00010561560803148466, 0.0640751226961091, -0.49796319289418844]",[0.00051208],75,"[0.011945152469965643, -0.4542765475764033, 7.277827767484864, -56.53396321997506, 240.60720489621798]",[8.00267449],100
294,BMG_6_2,BMG4A12,43.128752501667776,0.0003675640015670112,"[0.04566623414070339, 0.07420706610632535]",[0.01135352],26,"[1.8847268474607158e-09, -5.796290963163467e-07, -6.994186909863206e-05, 0.06147373478379478, -0.4371062813730509]",[0.00052265],75,"[0.009808366665582461, -0.4296541631228078, 7.213193751212937, -56.55052196134885, 240.5873412387512]",[7.22824365],100
295,BMG_6_3,BMG6A12,43.128752501667776,0.00047302795590997704,"[0.045662996083592026, 0.07429279220541421]",[0.01127541],26,"[1.9070370694386625e-09, -5.91447546972292e-07, -6.768824296859072e-05, 0.06130882973749036, -0.43326361796775736]",[0.00052361],75,"[0.010071738307086929, -0.43092004055734817, 7.20013665199691, -56.47907052411146, 240.54128956844738]",[7.41678092],100
296,BMG_7_-1,BMG2C14,43.428952635090056,0.0006922617398519293,"[0.04572068266316452, 0.07267485739154077]",[0.01239305],26,"[1.50310851626524e-09, -3.798062985758536e-07, -0.0001075884275799959, 0.06421649527116742, -0.5012038769330901]",[0.00051272],75,"[0.011841810620495474, -0.45484811819105736, 7.298709752790392, -56.623861740019294, 240.65534064622972]",[8.82290551],100
297,BMG_7_-2,BMG4C14,43.128752501667776,0.0004503660105363849,"[0.04566410323084829, 0.074277948601813]",[0.01128209],26,"[1.9037648870711074e-09, -5.89637483824252e-07, -6.804562574281853e-05, 0.06133500833286896, -0.4338515476915413]",[0.0005211],75,"[0.010084416417421688, -0.43096040171759936, 7.198967262600512, -56.473050487018604, 240.54003988108965]",[7.4108474],100
298,BMG_7_-3,BMG6C14,43.128752501667776,0.0006521696971657498,"[0.045657990620369876, 0.0744449532774439]",[0.01118978],26,"[1.9443584376700954e-09, -6.110170615420626e-07, -6.399488124561202e-05, 0.06103922868886187, -0.42694981799554]",[0.0005227],75,"[0.009873435235693295, -0.42897145625224026, 7.200515444233684, -56.51060547689522, 240.54848502803992]",[7.42197632],100
299,BMG_7_1,BMG2A14,43.428952635090056,0.0004442334619030319,"[0.04572786370898635, 0.07248306183498403]",[0.0125206],26,"[1.4589736594749698e-09, -3.565966792279362e-07, -0.00011198248729863502, 0.0645381244127055, -0.5087564358537586]",[0.00051151],75,"[0.012394755935121009, -0.46021502057981456, 7.303909782594668, -56.58291567622939, 240.64300876569013]",[8.78242017],100
300,BMG_7_2,BMG4A14,43.128752501667776,0.00033526654967852565,"[0.04566662902520504, 0.07419697807558406]",[0.01134656],26,"[1.8815663846290005e-09, -5.781575547688868e-07, -7.019187769443061e-05, 0.06149106696631519, -0.43752123005512905]",[0.00052107],75,"[0.009805673903348267, -0.42955782570556533, 7.212196236292316, -56.54716639558817, 240.5862192290595]",[7.23097824],100
301,BMG_7_3,BMG6A14,43.128752501667776,0.0004575698669824213,"[0.04566340940566388, 0.07428683369483409]",[0.01131023],26,"[1.89877763404134e-09, -5.870824004201864e-07, -6.852048588630793e-05, 0.06136907013875618, -0.4346388652280515]",[0.00052233],75,"[0.00973288370493541, -0.428924640082883, 7.2135089156882, -56.56322424931793, 240.59087563623376]",[7.23481853],100
302,BML_1_-1,BML1C01,98.56571047364909,0.0005512286585211967,"[0.04639720943662324, 0.07050829397103042]",[0.01857657],14,"[-5.5602272771535604e-11, 1.168025313235613e-07, -9.653374683636949e-05, 0.04863704828633335, 0.6815324162069516]",[0.02577163],87,"[0.00944244883886108, -0.4137373632312537, 7.049611061750919, -56.02898103783257, 240.1720801753351]",[7.90909291],100
303,BML_1_-2,BML2C01,98.46564376250834,0.00038634420965077965,"[0.04641197544081863, 0.07002272493024618]",[0.01771343],14,"[-5.6410892473627825e-11, 1.1815923937050865e-07, -9.736658460691872e-05, 0.0488855416319256, 0.6633632920162832]",[0.02585048],87,"[0.009317657064510336, -0.40933489268555573, 6.9977726719863025, -55.81319974651851, 240.02709260760284]",[7.42384375],100
304,BML_1_-3,BML3C01,98.46564376250834,0.00031100607410827763,"[0.046413084397886085, 0.0699828616612238]",[0.01764985],14,"[-5.646066753833455e-11, 1.1824138481812395e-07, -9.741591043538354e-05, 0.04889993753838795, 0.6623442773356655]",[0.02584965],87,"[0.009325170152528277, -0.4095909356262518, 7.0006321413494454, -55.82369304411331, 240.02753319050052]",[7.42469072],100
305,BML_1_-4,BML4C01,98.56571047364909,1.67385038913892e-05,"[0.046402133178940534, 0.07036896718390027]",[0.01826895],14,"[-5.588171383051913e-11, 1.1727277055343547e-07, -9.682320670668972e-05, 0.048723449968163475, 0.6752159093874744]",[0.02579953],87,"[0.00941031292050095, -0.4125377719611282, 7.034605421913514, -55.96290783286702, 240.13179724186756]",[7.99353946],100
306,BML_1_-5,BML5C01,98.56571047364909,-0.0005905202252449726,"[0.04640822754964836, 0.07015780874221146]",[0.01790979],14,"[-5.6200847658527993e-11, 1.1780707409054578e-07, -9.715090684020182e-05, 0.04882160955664771, 0.6680251708653041]",[0.02582797],87,"[0.009284376084974824, -0.40819978455606964, 6.985071107366109, -55.76627067068039, 240.02322643465442]",[7.41453554],100
307,BML_1_-6,BML6C01,98.66577718478986,-9.177053522435585e-06,"[0.04638853634006629, 0.0708062487109781]",[0.01903747],14,"[-5.518150504625404e-11, 1.1609765132381259e-07, -9.610179288380685e-05, 0.04850807333862434, 0.6909331915224682]",[0.0257391],87,"[0.009616741777797548, -0.41964186447851787, 7.116005289008493, -56.29270182226715, 240.35697276672607]",[7.5006161],100
308,BML_1_1,BML1A01,98.66577718478986,0.0002623782931454599,"[0.04638611794424988, 0.07088856851145582]",[0.01920571],14,"[-5.50483741993301e-11, 1.1587282747703019e-07, -9.596239719297499e-05, 0.04846589288968493, 0.6940565402243923]",[0.0257216],87,"[0.00966461012567096, -0.42103447398308613, 7.128024526316195, -56.31536436080577, 240.30350098384815]",[7.37441418],100
309,BML_1_2,BML2A01,98.46564376250834,0.0005837759493996231,"[0.046410106167042976, 0.07009373636940747]",[0.01780205],14,"[-5.630908863829532e-11, 1.1798909111894071e-07, -9.726270345575485e-05, 0.04885480377374328, 0.6656199869715435]",[0.02584644],87,"[0.009301930838486967, -0.408798418414027, 6.9917713775191626, -55.79108836679615, 240.02576717376314]",[7.41458415],100
310,BML_1_3,BML3A01,98.56571047364909,-9.032647497253521e-05,"[0.046403636239506336, 0.07029727727377683]",[0.01818633],14,"[-5.5944638553847863e-11, 1.1737717729863736e-07, -9.68871518887422e-05, 0.04874301793791017, 0.6737837748459133]",[0.02580141],87,"[0.009421793925042752, -0.41292837570097723, 7.038956675650821, -55.97879000053849, 240.13212772858128]",[7.99605221],100
311,BML_1_4,BML4A01,98.46564376250834,-0.00011700596424013554,"[0.04641762198461403, 0.06982054927466103]",[0.01739963],14,"[-5.6694466659697334e-11, 1.18632344313287e-07, -9.765588435865557e-05, 0.04897210917309015, 0.6570697255334192]",[0.02587455],87,"[0.009364024988401567, -0.41091716593740496, 7.015481778823469, -55.878530262481725, 240.03142812941581]",[7.436037],100
312,BML_1_5,BML5A01,98.56571047364909,0.0003140354566291137,"[0.046399030928692665, 0.07046571140948171]",[0.01842784],14,"[-5.5735318392138196e-11, 1.1702653268635513e-07, -9.667149430635176e-05, 0.048677979602465664, 0.6785340540320547]",[0.02577811],87,"[0.009463807991759181, -0.41446797023468324, 7.057827384882551, -56.05972800912163, 240.17648352535087]",[7.91686992],100
313,BML_1_6,BML6A01,98.56571047364909,0.0006809162897614129,"[0.04639515200304143, 0.07060055373349909]",[0.01865036],14,"[-5.553909117116894e-11, 1.1669763075039645e-07, -9.647008673466504e-05, 0.04861809041576455, 0.6828961844736503]",[0.02577574],87,"[0.009502617663026921, -0.41583165895279794, 7.073917797367837, -56.12881943281223, 240.2402637717143]",[7.85881311],100
314,BML_2_-1,BML1C03,98.16544362908606,0.0004329020344684409,"[0.04645285103946812, 0.06865089243649156]",[0.01547578],14,"[-5.870099675489708e-11, 1.2197186641735907e-07, -9.968967528584463e-05, 0.04957498661277521, 0.6133226834249489]",[0.02604307],87,"[0.009754818184249682, -0.42332219013495176, 7.144044276922845, -56.352769268730675, 240.50469286136567]",[8.41810885],100
315,BML_2_-2,BML2C03,98.06537691794529,-0.00048383118964601124,"[0.04647658673577403, 0.0678687192827385]",[0.01429673],14,"[-6.012580252221467e-11, 1.243260363406372e-07, -0.00010111289454067949, 0.04999410495673752, 0.5831340709376648]",[0.02616291],87,"[0.009525828589111844, -0.4159182850976096, 7.0660925667682974, -56.07614912108946, 240.38610811305836]",[7.28221845],100
316,BML_2_-3,BML3C03,98.06537691794529,0.00043180428715139385,"[0.046466769225343894, 0.06820803544574698]",[0.01475178],14,"[-5.954140894845238e-11, 1.2336089391712092e-07, -0.00010052981093486192, 0.049822810605267824, 0.5954730577929933]",[0.02611326],87,"[0.00954956776830577, -0.4168332106743533, 7.078036010717733, -56.13236182170041, 240.43062258037844]",[7.87609793],100
317,BML_2_-4,BML4C03,98.06537691794529,0.0005729972185166687,"[0.04646536232083358, 0.06824857508956646]",[0.0148427],14,"[-5.94465728901868e-11, 1.2320469777517677e-07, -0.00010043504637507222, 0.049794341957347804, 0.5975358111286299]",[0.02609948],87,"[0.009533874595853345, -0.4162967747597648, 7.072013638463205, -56.10997065904798, 240.42834036786243]",[7.86078602],100
318,BML_2_-5,BML5C03,98.26551034022681,2.3669374696666523e-05,"[0.04644391753828836, 0.06895360428788469]",[0.01597052],14,"[-5.815740064674907e-11, 1.210680028570168e-07, -9.913956086919747e-05, 0.04941214557194748, 0.6251511080167923]",[0.02598911],87,"[0.0096614706141165, -0.4204031755360121, 7.115067111393803, -56.26482447656547, 240.52612241011266]",[8.22674604],100
319,BML_2_-6,BML6C03,98.26551034022681,-0.0004853387023997513,"[0.04644876978337427, 0.06879713892384468]",[0.01567007],14,"[-5.847526442269535e-11, 1.215962673827399e-07, -9.946064769106827e-05, 0.04950693358465224, 0.6182768876136652]",[0.02603673],87,"[0.009719375256605324, -0.42211330648312734, 7.130521790392331, -56.302925085286454, 240.50151714487697]",[8.33224522],100
320,BML_2_1,BML1A03,98.16544362908606,0.00024247483951178594,"[0.0464553482710231, 0.06857714669721754]",[0.01535444],14,"[-5.88342521549391e-11, 1.2219052234088425e-07, -9.982075389822982e-05, 0.04961350526317895, 0.6105911180062558]",[0.02607803],87,"[0.009684469464621868, -0.42099701283113056, 7.11875834368372, -56.25755246943449, 240.44920642100578]",[8.37801933],100
321,BML_2_2,BML2A03,98.06537691794529,-2.3929855330173666e-05,"[0.04647208632986803, 0.06801959445050892]",[0.01450107],14,"[-5.985590737804029e-11, 1.238797107361629e-07, -0.0001008425979950319, 0.04991446414737622, 0.5889100853019789]",[0.02613996],87,"[0.009440016557812635, -0.4132786191022873, 7.040504999441143, -55.99943370114507, 240.37868122431797]",[7.18626838],100
322,BML_2_3,BML3A03,97.96531020680453,0.0001516738980971155,"[0.04648364764999751, 0.06764586222498127]",[0.01395158],14,"[-6.056651720302675e-11, 1.250506009458304e-07, -0.00010154867853321259, 0.05012195635347305, 0.5739595498694023]",[0.0262017],87,"[0.009633238411796313, -0.4192912272844607, 7.099847303285574, -56.182608801979804, 240.39199354712463]",[7.36354854],100
323,BML_2_4,BML4A03,98.06537691794529,0.00022455874006244159,"[0.04646904772080021, 0.06812313475723629]",[0.01467258],14,"[-5.966351498660354e-11, 1.2356254364325735e-07, -0.00010065154695434383, 0.049858545885930285, 0.5928917940255172]",[0.02613281],87,"[0.009482571606554085, -0.4147626367664423, 7.057843123168617, -56.07268985056806, 240.44261537932252]",[7.49934488],100
324,BML_2_5,BML5A03,98.16544362908606,-5.819257034023195e-05,"[0.0464581955099546, 0.06848504780952033]",[0.01522097],14,"[-5.900227613356477e-11, 1.224701906347205e-07, -9.999106765248797e-05, 0.04966379704396995, 0.606933203914977]",[0.02608555],87,"[0.009709825948376914, -0.42186268652666964, 7.128453962193557, -56.29336845169209, 240.45170949549887]",[8.42799042],100
325,BML_2_6,BML6A03,98.26551034022681,-0.00018539858276511723,"[0.046446152651772606, 0.0688629717508702]",[0.01585163],14,"[-5.828872908380566e-11, 1.2128684738105187e-07, -9.927318677849258e-05, 0.04945184117708253, 0.6222652314764335]",[0.02600654],87,"[0.009682409362409572, -0.42111640785662235, 7.123032047829247, -56.294115322368874, 240.5279075462453]",[8.26005012],100
326,BML_3_-1,BML1C05,98.46564376250834,0.0001571742425277023,"[0.04641458635282492, 0.06992286162760747]",[0.01758082],14,"[-5.652932893577082e-11, 1.183575283417372e-07, -9.748873821448147e-05, 0.04892252314373989, 0.6606561061223561]",[0.02587078],87,"[0.009337455593899143, -0.41001015869337387, 7.005319935484479, -55.84089534116356, 240.02802317100713]",[7.4275452],100
327,BML_3_-2,BML2C05,98.56571047364909,0.0002491355410807472,"[0.04639981801657893, 0.0704282939794778]",[0.01839088],14,"[-5.575764178085004e-11, 1.1706395216382847e-07, -9.669476944278957e-05, 0.04868518103411, 0.6779918995709895]",[0.02578107],87,"[0.009485135904012799, -0.41491509159176665, 7.058943572078322, -56.044272201376046, 240.15161905798308]",[8.1859382],100
328,BML_3_-3,BML3C05,98.56571047364909,-7.368300739063471e-05,"[0.04640325821110358, 0.07030557985991433]",[0.01822406],14,"[-5.592745995495257e-11, 1.1734916604411457e-07, -9.686996011679206e-05, 0.048737412445976125, 0.6741821498340683]",[0.02579665],87,"[0.009417643317194907, -0.4127863340480259, 7.037357358661951, -55.9727832095131, 240.13116301074123]",[7.9993173],100
329,BML_3_-4,BML4C05,98.46564376250834,-0.0002826353535576587,"[0.04641923493486436, 0.06975482227547845]",[0.01731982],14,"[-5.6786296016876416e-11, 1.1878592702099697e-07, -9.774939571138415e-05, 0.0489994093672598, 0.6550777069389109]",[0.02587769],87,"[0.00937740303675223, -0.41137289973322727, 7.020569225968454, -55.89719782143919, 240.0322963003664]",[7.44161406],100
330,BML_3_-5,BML5C05,98.46564376250834,0.00043538990549851775,"[0.046411861239306185, 0.07002599178173034]",[0.0177431],14,"[-5.6374747082981016e-11, 1.1809830543261906e-07, -9.732895159620965e-05, 0.0488742780614737, 0.6642033383078765]",[0.02585956],87,"[0.009311544499032355, -0.40912568725503173, 6.995416020474285, -55.80432274264349, 240.0254556596442]",[7.41888127],100
331,BML_3_-6,BML6C05,98.46564376250834,-3.851855509484636e-05,"[0.04641711874462487, 0.06983713842381782]",[0.01742016],14,"[-5.6671612878567466e-11, 1.1859396752104169e-07, -9.763215921189791e-05, 0.04896494988215806, 0.6576246566136337]",[0.02587469],87,"[0.009361019230262942, -0.4108137096156334, 7.014316733877597, -55.87427696382392, 240.03181475247848]",[7.42926308],100
332,BML_3_1,BML1A05,98.46564376250834,0.0006352226499748426,"[0.04640992384282329, 0.07009483504480363]",[0.01781569],14,"[-5.62937442886698e-11, 1.1796218258681412e-07, -9.72453580062873e-05, 0.04884947968677775, 0.6660348932318632]",[0.0258412],87,"[0.009299224699298796, -0.40870539686239615, 6.990715822044433, -55.787034641831156, 240.02461391481702]",[7.41702784],100
333,BML_3_2,BML2A05,98.36557705136758,0.0005748312558049307,"[0.046424421890537325, 0.06959198005700418]",[0.01700887],14,"[-5.7068569067555476e-11, 1.1925668678486488e-07, -9.803676231177392e-05, 0.049084959610350594, 0.6488828341741256]",[0.02589136],87,"[0.009566834588467932, -0.417684583443717, 7.091225323930479, -56.19316913014686, 240.37202158499468]",[8.02431111],100
334,BML_3_3,BML3A05,98.46564376250834,0.0002421034996755722,"[0.04641378619620842, 0.06996297102254695]",[0.01759355],14,"[-5.650037763302627e-11, 1.1830829437731201e-07, -9.745796505372976e-05, 0.048913229154813984, 0.661363415578229]",[0.02585668],87,"[0.00933342446002148, -0.4098731549121347, 7.003805396543824, -55.83557972444584, 240.02935470040384]",[7.42429668],100
335,BML_3_4,BML4A05,98.46564376250834,0.00015280765305014654,"[0.046414640377374965, 0.06992286268467121]",[0.01758085],14,"[-5.653102287858129e-11, 1.1836043686801684e-07, -9.749042516857375e-05, 0.04892290218379032, 0.6606334761103365]",[0.02587071],87,"[0.009337456288329498, -0.41001016575771443, 7.005319851921718, -55.84089461466142, 240.02802243758697]",[7.42760269],100
336,BML_3_5,BML5A05,98.36557705136758,0.0004007126104772496,"[0.04642642304564908, 0.06952870348664315]",[0.0169264],14,"[-5.7161203253672334e-11, 1.1941059744621368e-07, -9.813048846047122e-05, 0.04911296239512423, 0.6468568336911188]",[0.02591065],87,"[0.009581744680643357, -0.4181933522437372, 7.096918771239508, -56.214160446791375, 240.3733202233506]",[8.03812383],100
337,BML_3_6,BML6A05,98.36557705136758,0.0002172892702523299,"[0.046427808756231155, 0.06949156062998892]",[0.01681193],14,"[-5.726833483906609e-11, 1.195896363619033e-07, -9.823957635423294e-05, 0.04914498014501131, 0.6445182673619693]",[0.02591682],87,"[0.009597776943487882, -0.4187417547161017, 7.103081746390543, -56.2371394851451, 240.3760513709805]",[8.04869696],100
338,BML_4_-1,BML1C07,98.16544362908606,-0.0002693595138723026,"[0.04646037631798509, 0.06842299245749968]",[0.01507771],14,"[-5.916935121137622e-11, 1.2274545192260875e-07, -0.00010015701211506745, 0.04971271292242511, 0.6034264556894069]",[0.02610342],87,"[0.009642444204204762, -0.4197416651172061, 7.1070327819273995, -56.22325889366595, 240.43517770753004]",[8.39537394],100
339,BML_4_-2,BML2C07,98.06537691794529,-0.0002029788672004429,"[0.04647365501989092, 0.06796014782561671]",[0.01443176],14,"[-5.995692412796068e-11, 1.2404666804870557e-07, -0.00010094392163468212, 0.04994454075051666, 0.5867022502042459]",[0.02615941],87,"[0.009500765177163212, -0.4150624540284427, 7.056503287748339, -56.04067891579836, 240.3833559038282]",[7.26281392],100
340,BML_4_-3,BML3C07,97.96531020680453,-0.00047362542905293736,"[0.04648957998803868, 0.06747142857142797]",[0.01360603],14,"[-6.100985057492485e-11, 1.257815229888273e-07, -0.00010198976826868682, 0.050251438350720094, 0.5646430895879352]",[0.02624],87,"[0.0096403287119624, -0.4194564489612548, 7.100402102692858, -56.17333100583002, 240.33581203925752]",[7.3666107],100
341,BML_4_-4,BML4C07,98.06537691794529,0.000295841120911966,"[0.04646848893008864, 0.06814287600691916]",[0.01468979],14,"[-5.962796819800289e-11, 1.2350401683346385e-07, -0.00010061615088645134, 0.049848003221639924, 0.5936734002352051]",[0.02612073],87,"[0.009562244828705714, -0.4172645778304216, 7.082842337984842, -56.149912586507995, 240.43101935268547]",[7.89319366],100
342,BML_4_-5,BML5C07,98.06537691794529,0.0006084883199894975,"[0.04646515927720421, 0.06824417484705235]",[0.01486385],14,"[-5.941995538148648e-11, 1.2316123048181716e-07, -0.00010040922725956834, 0.049786934072190606, 0.5980636810770305]",[0.02609117],87,"[0.00953016025534862, -0.41616913624386875, 7.070566871855794, -56.104449453967455, 240.4270488734639]",[7.85557674],100
343,BML_4_-6,BML6C07,98.16544362908606,-0.00043032873980486386,"[0.046462006900521824, 0.06836244857902532]",[0.01500221],14,"[-5.925730082805947e-11, 1.2289211264132917e-07, -0.00010024640371014648, 0.049738959025343976, 0.601519398068097]",[0.02608973],87,"[0.009587423054851238, -0.4181028740963628, 7.092241944002, -56.19049123206782, 240.48968462997942]",[8.12018426],100
344,BML_4_1,BML1A07,98.16544362908606,8.301716418390725e-05,"[0.046457098575674996, 0.06850189773155714]",[0.01527488],14,"[-5.892665725136593e-11, 1.223443624392021e-07, -9.991452847541438e-05, 0.04964122810711663, 0.6085735131791166]",[0.02607256],87,"[0.00969884165123342, -0.42148624347719765, 7.12421524389267, -56.277554086129, 240.45008677300422]",[8.40617522],100
345,BML_4_2,BML2A07,98.06537691794529,0.00032745924501575985,"[0.046467942091835676, 0.06816816278212323]",[0.01470078],14,"[-5.96133607712156e-11, 1.2347930832830142e-07, -0.00010060116125346152, 0.0498438561002848, 0.5939611667582599]",[0.02613648],87,"[0.009560758081438466, -0.417214952340902, 7.0823079586498885, -56.148132996755365, 240.43177699124286]",[7.88645869],100
346,BML_4_3,BML3A07,98.06537691794529,-0.00048634740642938823,"[0.04647638626439789, 0.0678909254760994]",[0.01426516],14,"[-6.014405898750145e-11, 1.243562028138724e-07, -0.00010113128948949064, 0.049999685201281036, 0.5827370128185325]",[0.02615271],87,"[0.009529170682912171, -0.4160338136610928, 7.067415377516162, -56.08132457205235, 240.38792140092409]",[7.28510326],100
347,BML_4_4,BML4A07,98.16544362908606,4.263816544280985e-05,"[0.046457212055783785, 0.06851142476514213]",[0.01527879],14,"[-5.895264136273949e-11, 1.2238779764198922e-07, -9.994110630684731e-05, 0.04964905634801118, 0.6080027790142724]",[0.02607675],87,"[0.009702571367018355, -0.4216140829008668, 7.125658208177987, -56.283006380561154, 240.45112131818468]",[8.41365838],100
348,BML_4_5,BML5A07,98.16544362908606,-0.0005725009074364351,"[0.04646333653811883, 0.06831274628766229]",[0.01493402],14,"[-5.934482880055591e-11, 1.2303791340772145e-07, -0.00010033514536959915, 0.04976503488636084, 0.599623659827499]",[0.02610276],87,"[0.00951826345961224, -0.41576388210279175, 7.066044280150748, -56.087884885848325, 240.42653530356438]",[7.83956052],100
349,BML_4_6,BML6A07,98.26551034022681,9.344698822832953e-05,"[0.0464428602136008, 0.06898638396228454]",[0.01601071],14,"[-5.81227869118731e-11, 1.2101035791967674e-07, -9.910417618076512e-05, 0.049401425201674364, 0.6259130006741593]",[0.0260269],87,"[0.009655527477063008, -0.4202007355258816, 7.112805902314764, -56.25649831101703, 240.5255373452394]",[8.20901985],100
350,BML_5_-1,BML1C09,98.66577718478986,-0.0005265924935349275,"[0.046393895557020726, 0.0706294961477896]",[0.01872825],14,"[-5.546008780090667e-11, 1.1656506975126318e-07, -9.638837892250607e-05, 0.04859344636191386, 0.6847117390297587]",[0.02574573],87,"[0.009571596446532835, -0.41816992154096666, 7.100181465535016, -56.23204463485374, 240.30400823707137]",[7.70220205],100
351,BML_5_-2,BML2C09,98.46564376250834,-0.00024177235363076477,"[0.046418871761287304, 0.06979143396914046]",[0.01733716],14,"[-5.675682982654245e-11, 1.1873663694921707e-07, -9.771884238706645e-05, 0.04899001069160492, 0.6557929248826021]",[0.02587716],87,"[0.00937239978552233, -0.4112030550152685, 7.018689406967709, -55.8905054406526, 240.03317464863758]",[7.43601445],100
