,calibName,chamber,splitDriftTime,diffJointPoint,para_smallRt,residual_smallRt,ndf_smallRt,para_largeRt,residual_largeRt,ndf_largeRt,para_res,residual_res,ndf_res
10,BEE_7_-2,BEE2C14,98.76584389593062,0.00014605114656784934,"[0.04634344884085839, 0.06889727634767065]",[0.01759403],14,"[-5.553112379465854e-11, 1.1670524510470242e-07, -9.647775349637678e-05, 0.04860166237041452, 0.6799663558664341]",[0.02525618],87,"[-1.0460996735191889e-05, -0.03585832265470979, 1.6584886375945127, -26.529650414972878, 227.13617202869415]",[8.30970845],100
11,BML_5_5,BML5A09,98.56571047364909,-9.808401536393063e-05,"[0.046373405501833206, 0.06787495493838634]",[0.01587242],14,"[-5.7150845327677474e-11, 1.1941573699554266e-07, -9.813739166780218e-05, 0.049096186385039, 0.6438717632248885]",[0.02539812],87,"[4.75395502182963e-05, -0.03752261725363778, 1.6723897076281478, -26.553489932752065, 227.088165176855]",[8.48548751],100
12,BIS_8_1,BIS1A16,98.96597731821214,0.0005625844970511551,"[0.046311708141664305, 0.06999088022911817]",[0.01945655],14,"[-5.3956193871980223e-11, 1.1405137165320735e-07, -9.484203605417879e-05, 0.04811182369367502, 0.7159372841241003]",[0.02509939],87,"[-3.0376628563070677e-05, -0.03480850043738408, 1.6399487288387282, -26.398473725498548, 226.8240657540441]",[8.0158938],100
13,BMS_4_6,BMS6A08,98.46564376250834,-0.0005830426558377511,"[0.04639215152434567, 0.06725089237688607]",[0.01486326],14,"[-5.81981439145202e-11, 1.2115958691115685e-07, -9.919972719824194e-05, 0.049411043095728135, 0.62100311899697]",[0.02546906],87,"[-1.3381540892395417e-05, -0.03554680830075184, 1.651237795332322, -26.475869312175004, 227.06918187561828]",[8.48025126],100
14,EML_4_1,EML1A07,98.46564376250834,8.33337530714573e-06,"[0.04638585754383489, 0.06746516379535765]",[0.01518518],14,"[-5.785527854202276e-11, 1.2058863749838953e-07, -9.885190108100096e-05, 0.04930803046751596, 0.6284727273881584]",[0.02544992],87,"[0.00011478100622937242, -0.039291789482645806, 1.684953086580451, -26.562033862132672, 227.0225396485586]",[8.46455856],100
15,EOL_4_-3,EOL3C07,98.36557705136758,0.0003305402757902698,"[0.04639596674300138, 0.06712857142857176]",[0.01464675],14,"[-5.844580749805309e-11, 1.2156979435747127e-07, -9.944832386197583e-05, 0.04948448846341692, 0.6156616148331667]",[0.02550488],87,"[2.6814122887955015e-05, -0.036723158099507505, 1.6612738462822723, -26.49531091346046, 227.05696545021368]",[8.33850213],100
16,EOS_6_-2,EOS2C12,98.76584389593062,0.0006599562529352454,"[0.04633850359609418, 0.06905089180169079]",[0.01786504],14,"[-5.527322605598854e-11, 1.1627094303406572e-07, -9.621030228817805e-05, 0.04852183867062975, 0.6858142858903753]",[0.02521532],87,"[-8.697154211377113e-05, -0.03316169349942507, 1.6251009371230039, -26.357485360857016, 226.80973403217072]",[8.1804345],100
17,BOS_2_-1,BOS1C04,98.46564376250834,-0.0005875355823716788,"[0.046391868099726695, 0.06726000000000147]",[0.01486272],14,"[-5.81999257480069e-11, 1.2116253508313283e-07, -9.920190764777138e-05, 0.049412027423515116, 0.6209013971075599]",[0.02546469],87,"[-1.3217560256083218e-05, -0.03555480894222644, 1.651360042589489, -26.476464673737155, 227.06919393129382]",[8.48172865],100
18,EMS_5_2,EMS2A10,98.46564376250834,-0.0005513281812108417,"[0.04639157739993145, 0.06727660667064148]",[0.01489474],14,"[-5.817363619439913e-11, 1.211194219106111e-07, -9.917584804584816e-05, 0.049404217863612196, 0.6214805878094345]",[0.02544534],87,"[-1.5380282943102953e-05, -0.03547482984436019, 1.6503752266613803, -26.472382912534492, 227.06871783746]",[8.4805224],100
19,BML_3_3,BML3A05,98.56571047364909,-0.00021707380305713286,"[0.04637503862960092, 0.06781767776517084]",[0.01578797],14,"[-5.721969393283249e-11, 1.195294361111291e-07, -9.820587682367241e-05, 0.04911633648741927, 0.6424333260981632]",[0.02538946],87,"[5.432571845875142e-05, -0.0375171686472534, 1.6690283471262748, -26.523466733047602, 227.05372510126534]",[8.48333489],100
20,EML_6_3,EML3A11,98.56571047364909,-9.894815684052816e-05,"[0.04637351153758138, 0.067874005405371]",[0.01587756],14,"[-5.712602617653637e-11, 1.1937449576750395e-07, -9.811299197442469e-05, 0.04908957022121642, 0.6443326294882593]",[0.02538519],87,"[4.5789709165004435e-05, -0.03745997724342409, 1.671641591953644, -26.550444420978494, 227.0874989144545]",[8.48264663],100
21,BMG_6_1,BMG2A12,43.72915276851234,0.0006197432916565937,"[0.045781750168312596, 0.06913273038717443]",[0.01023238],26,"[1.7876710702090615e-09, -5.228597076104391e-07, -8.190146978737143e-05, 0.062347443323496024, -0.46085115149892747]",[0.00059411],75,"[-0.0004904481968056049, -0.0317533864411508, 1.6570292336155252, -26.55799917144159, 227.16514590196084]",[6.54278196],100
22,EMS_7_-1,EMS1C14,98.66577718478986,-6.914571976146533e-05,"[0.04635938221930194, 0.06835714285714371]",[0.01667283],14,"[-5.636714671524622e-11, 1.1810561995143444e-07, -9.733613235201626e-05, 0.048857798097873086, 0.6612416512261952]",[0.02530895],87,"[5.791952550427898e-05, -0.03791475503860529, 1.677825814033463, -26.581555954874787, 227.09302630682473]",[8.38692291],100
23,BML_1_-3,BML3C01,98.56571047364909,-0.00014095443800155039,"[0.04637410957341028, 0.06786285714285589]",[0.01585035],14,"[-5.715905254569167e-11, 1.1942848459838575e-07, -9.814470583522954e-05, 0.049098477636986285, 0.6437199797591907]",[0.02539294],87,"[4.842811108155639e-05, -0.03755564521306812, 1.672802212206397, -26.555266907868923, 227.08868059935207]",[8.48514496],100
24,BMS_3_-2,BMS2C06,98.46564376250834,-0.0006274201376870181,"[0.046392031306248735, 0.06726663929266367]",[0.01482904],14,"[-5.823567080859463e-11, 1.2122071971988505e-07, -9.92361876334603e-05, 0.04942176859754769, 0.6202052250056325]",[0.02548962],87,"[-1.0086179984694259e-05, -0.03566835803284948, 1.6527395972710495, -26.482260752648966, 227.07122433164605]",[8.48434311],100
25,EES_2_-1,EES1C04,98.66577718478986,-0.0005712259374641704,"[0.04636453263627158, 0.06818556278866038]",[0.01634043],14,"[-5.6671585481983706e-11, 1.1861460771420416e-07, -9.764728764372088e-05, 0.04895037603709765, 0.6545109292967175]",[0.02533949],87,"[5.0421319984143786e-05, -0.037668343533772825, 1.6755871259739326, -26.581851146520044, 227.14739574321362]",[8.49680948],100
26,BML_1_1,BML1A01,98.76584389593062,-0.00021374761608239368,"[0.0463470848131712, 0.06876573545946876]",[0.01736722],14,"[-5.572979612739259e-11, 1.1703890330081055e-07, -9.668290340857244e-05, 0.048663090214380145, 0.6754657754599797]",[0.02527904],87,"[2.809168520058303e-05, -0.03693467182358471, 1.6673084343540825, -26.546752139239107, 227.12195940001166]",[8.33654297],100
27,EIL_8_-4,EIL4C15,98.66577718478986,-0.0006585572409960605,"[0.046365583091244326, 0.0681376907057925]",[0.01633313],14,"[-5.6695732045501745e-11, 1.1865587201122299e-07, -9.767340315151106e-05, 0.048958474173541607, 0.6538972475087418]",[0.02534893],87,"[-5.699382449209188e-06, -0.03567145873781198, 1.6518560646711822, -26.482217962818517, 227.0815447988138]",[8.55803298],100
28,EIL_6_-1,EIL1C11,98.36557705136758,-0.0005579897839345094,"[0.04640553618166379, 0.06680230602245554]",[0.01414055],14,"[-5.901857819923024e-11, 1.225187317091156e-07, -0.00010002311196294518, 0.04965382346601157, 0.6034433731094887]",[0.02554328],87,"[-9.691606189108275e-05, -0.03248370024701418, 1.6131517793360484, -26.303535453170607, 226.92555386487192]",[7.98632755],100
29,BIL_2_-2,BIL2C03,98.36557705136758,0.0003943592111133043,"[0.046395798997629016, 0.06711959269202054]",[0.01466515],14,"[-5.841909736579556e-11, 1.2152526958703626e-07, -9.942153532150075e-05, 0.0494769105109284, 0.6162260405898375]",[0.02549215],87,"[2.49519802139408e-05, -0.03665441594927797, 1.6604220475106075, -26.49165812503345, 227.05570320343517]",[8.33913691],100
30,EIS_4_-1,EIS1C08,98.36557705136758,0.0002367111965178026,"[0.04639714389513586, 0.06708258065450452]",[0.01458529],14,"[-5.85135012081753e-11, 1.2168186971742366e-07, -9.951581455882982e-05, 0.04950404635566797, 0.6142664566727593]",[0.02548508],87,"[3.2860978622146095e-05, -0.03694151268064933, 1.663905173152588, -26.506121947341278, 227.05941764077846]",[8.34253316],100
31,BIL_2_-3,BIL3C03,98.26551034022681,9.238244242926186e-05,"[0.04641180917013933, 0.06660625023126916]",[0.01380471],14,"[-5.941167154308957e-11, 1.2317076799387817e-07, -0.00010041924735998894, 0.04977097465087813, 0.5949353070224201]",[0.0255513],87,"[-6.025409115466366e-05, -0.033815995427233576, 1.6293272341274647, -26.370691156582296, 226.94247477419873]",[7.97616245],100
32,EES_8_2,EES2A16,98.56571047364909,0.00013192230479042166,"[0.04637089618532194, 0.06797102518762274]",[0.01598319],14,"[-5.702077803801981e-11, 1.1919826942381565e-07, -9.800438668898613e-05, 0.04905669391805594, 0.6467469078053937]",[0.02537836],87,"[3.5179030423056255e-05, -0.03707492860722474, 1.6669792168740225, -26.531229469973674, 227.08345299306515]",[8.48307529],100
33,BOL_8_6,BOL6A15,98.56571047364909,-0.00034902744211517955,"[0.04637610907602101, 0.06779483529736051]",[0.01572863],14,"[-5.728733558539337e-11, 1.1964242666409786e-07, -9.827469023322477e-05, 0.049136513801959554, 0.6409619701936942]",[0.02539422],87,"[6.0593547549278597e-05, -0.03774411382292264, 1.6717758850027566, -26.534892965360978, 227.0571015303161]",[8.48581533],100
34,EMS_7_1,EMS1A14,98.46564376250834,0.00030633350328912456,"[0.046382849436703316, 0.06756923607085964]",[0.01535736],14,"[-5.767286692331304e-11, 1.202849098798327e-07, -9.866641274961993e-05, 0.04925264356182901, 0.6325067260643441]",[0.02543833],87,"[5.140951058475216e-05, -0.03737947704657727, 1.6669130193354422, -26.50968204777952, 227.01101377908813]",[8.55391572],100
35,EML_5_-1,EML1C09,98.46564376250834,-0.0003298447646225,"[0.04638934868736996, 0.06734569449680036]",[0.01502313],14,"[-5.80351861270944e-11, 1.2088864037868343e-07, -9.903469609624412e-05, 0.04936202048322719, 0.6245454693553787]",[0.02544263],87,"[-2.927793708068414e-05, -0.03497126802298333, 1.6442793992954576, -26.447127369899277, 227.06214311521143]",[8.47561834],100
36,BMS_3_-3,BMS3C06,98.36557705136758,0.00022776428301618523,"[0.04639711397478949, 0.06709764445857105]",[0.01456468],14,"[-5.852450461054307e-11, 1.2169958874602924e-07, -9.952670762374037e-05, 0.04950768618712424, 0.6140011610909204]",[0.02549572],87,"[3.4193873710677635e-05, -0.03699177392800114, 1.66454049845548, -26.508889041227885, 227.0603200722107]",[8.34260922],100
37,BML_1_-2,BML2C01,98.56571047364909,-5.495689316870056e-05,"[0.04637305969275472, 0.06789659221462865]",[0.01591125],14,"[-5.710749952365164e-11, 1.19343012946759e-07, -9.809292098421616e-05, 0.04908315481244051, 0.6448204156624848]",[0.0253791],87,"[4.3596827782766236e-05, -0.03738024568356811, 1.6706760360404096, -26.546482493906133, 227.08676458591168]",[8.48438445],100
38,EML_6_2,EML2A11,98.46564376250834,0.00016546569469433337,"[0.04638420895067013, 0.06753011084817086]",[0.01530242],14,"[-5.7745054491914444e-11, 1.2040539755881798e-07, -9.874045830949075e-05, 0.04927502470546713, 0.6308664917951281]",[0.02543812],87,"[5.863659257920863e-05, -0.037642396835472436, 1.6701087017597884, -26.522962786019754, 227.01434587688647]",[8.55742364],100
39,BMS_2_1,BMS1A04,98.26551034022681,0.00015425470578556144,"[0.04641127923755858, 0.06662612175393208]",[0.01382644],14,"[-5.937460108802596e-11, 1.2310946275522583e-07, -0.00010038248310162354, 0.04976048495342759, 0.5956954662274008]",[0.02555192],87,"[-6.325277545717532e-05, -0.033707265151909804, 1.6280107135181183, -26.365247615498564, 226.94116229725196]",[7.97777471],100
40,BML_3_2,BML2A05,98.46564376250834,0.0001296414168887594,"[0.046385105663961555, 0.06748816771417669]",[0.01523247],14,"[-5.778556332281028e-11, 1.2047192928081864e-07, -9.878057655367054e-05, 0.04928705608668151, 0.630021599849192]",[0.02543357],87,"[0.00010860541884470514, -0.03906712870638878, 1.6822225860479607, -26.550689294529114, 227.01971188043467]",[8.4652876],100
41,EMS_5_3,EMS3A10,98.36557705136758,0.00041063579133382433,"[0.04639491127011474, 0.06716272289679877]",[0.01468468],14,"[-5.839515384219627e-11, 1.2148689569011956e-07, -9.939893292164442e-05, 0.04947011463707501, 0.6166821908916966]",[0.02548502],87,"[4.376575890161021e-05, -0.03749242907921478, 1.672625929705011, -26.553641390758862, 227.10582943757373]",[8.36691806],100
42,EOS_8_-6,EOS6C16,98.76584389593062,-0.0004724627981671503,"[0.04634992419654507, 0.06867087770993276]",[0.01717227],14,"[-5.588018124314576e-11, 1.172896324687273e-07, -9.683585433792625e-05, 0.048708735401654595, 0.6721491900273608]",[0.02526733],87,"[4.318472618673475e-05, -0.0374821146789246, 1.6739411960663153, -26.574224064697848, 227.12881285642328]",[8.32424381],100
43,EOS_6_-3,EOS3C12,98.76584389593062,0.0004817892326389739,"[0.046340184779010314, 0.06898585960062076]",[0.01776701],14,"[-5.536451164291108e-11, 1.1642538311562313e-07, -9.630596475606983e-05, 0.0485504768157921, 0.6837017113702049]",[0.02523214],87,"[-2.6444011564492334e-05, -0.03497334678285116, 1.6419059326687726, -26.404842276606953, 226.82585249993218]",[8.20792813],100
44,EOL_4_-2,EOL2C07,98.36557705136758,-0.00010516734455467969,"[0.04640058788152746, 0.06697713865115024]",[0.01440889],14,"[-5.870404811469464e-11, 1.219978022849115e-07, -9.970807316426829e-05, 0.04956137575565377, 0.6100960654017284]",[0.02548585],87,"[-2.012719102668318e-05, -0.035140468860639276, 1.643626031904038, -26.4255873491674, 227.0006493227936]",[8.30235174],100
45,BML_5_4,BML4A09,98.46564376250834,0.00025678569706766297,"[0.046383304958148144, 0.06755999715820243]",[0.01531808],14,"[-5.771769814682155e-11, 1.203600111327963e-07, -9.871238084518609e-05, 0.049266256389034285, 0.6315305968334263]",[0.02543296],87,"[5.5855380336617215e-05, -0.03754018908783791, 1.6688548580284184, -26.51773173354888, 227.01327518281113]",[8.55602164],100
46,EOL_8_-2,EOL2C15,98.66577718478986,-0.0002758967840419402,"[0.046361465569562346, 0.06827780719295043]",[0.01654492],14,"[-5.6483481964229656e-11, 1.1830081526122258e-07, -9.745598513510256e-05, 0.04889353047425458, 0.6586258552109093]",[0.02533836],87,"[6.950020336049729e-05, -0.03833343397177794, 1.6828782282527903, -26.602368049778406, 227.09801549618246]",[8.37645693],100
47,EMS_3_5,EMS5A06,98.26551034022681,-0.0003185418548499186,"[0.04641625086095759, 0.06644883299306209]",[0.01360536],14,"[-5.966213067423991e-11, 1.2358523359388164e-07, -0.00010067035384819504, 0.049845041567985734, 0.5895800011046896]",[0.025589],87,"[-0.00012772269674432685, -0.03164029134122763, 1.6065084909229437, -26.28925076708126, 226.8955381107804]",[7.88337781],100
48,BOL_2_-4,BOL4C03,98.26551034022681,0.0003701162655485035,"[0.046408782287893934, 0.06670298982943199]",[0.01395321],14,"[-5.923834475292398e-11, 1.2288391456003585e-07, -0.00010024511682707571, 0.04971922900917632, 0.5986717539654368]",[0.02554978],87,"[-7.673457536092573e-05, -0.0332170857933398, 1.6220574254589764, -26.340548430089743, 226.93518141283366]",[7.9798331],100
49,EOS_4_-6,EOS6C08,98.36557705136758,6.332730032454492e-05,"[0.04639867062120859, 0.06704013430192977]",[0.01449322],14,"[-5.860387725444233e-11, 1.2183283943536776e-07, -9.960875956388221e-05, 0.049532160956167436, 0.6121993843488649]",[0.02549735],87,"[-2.9333817830376678e-05, -0.03480597826184352, 1.6395665412837015, -26.408763958175513, 226.99667816846113]",[8.30566825],100
50,BIS_2_-7,BIS7C04,98.46564376250834,0.00023578900085574617,"[0.046383394577844565, 0.06754857142857164]",[0.01532509],14,"[-5.7719221540056494e-11, 1.2036277853805337e-07, -9.87144306079588e-05, 0.04926706371323302, 0.6314448798502154]",[0.02541186],87,"[5.60852454102882e-05, -0.03754916523282956, 1.6689701996843243, -26.518212928879027, 227.0131973178699]",[8.55782424],100
51,EIS_8_-1,EIS1C16,98.36557705136758,-0.0004476835063709217,"[0.04640402593348936, 0.0668594497604811]",[0.01419236],14,"[-5.893902734517706e-11, 1.2238822243131848e-07, -9.994514801176314e-05, 0.04963115698894546, 0.6050542716815615]",[0.02552385],87,"[-0.00010387096504232904, -0.03223127499137385, 1.610093727271714, -26.290934241294558, 226.92306944180513]",[7.98238952],100
52,BIR_8_5,BIR5A15,98.56571047364909,-7.305608584839973e-05,"[0.04637309292469749, 0.06790039591723872]",[0.01589183],14,"[-5.7123286506577656e-11, 1.193701270194969e-07, -9.811000509063381e-05, 0.04908826713897029, 0.6444469971167572]",[0.02538849],87,"[4.525589557786918e-05, -0.037439796966783304, 1.6713898057271142, -26.549429932168522, 227.0877898568714]",[8.4830393],100
53,EOS_8_1,EOS1A16,98.26551034022681,0.0003345239378926834,"[0.04640920415675884, 0.0667000193275606]",[0.01394814],14,"[-5.926833183094691e-11, 1.2293365423931804e-07, -0.0001002752747757905, 0.04972805666637995, 0.5980540004273552]",[0.02555957],87,"[-7.39605587218417e-05, -0.03331721337537473, 1.623265067855029, -26.34554850764143, 226.93664899246596]",[7.97910017],100
54,BMS_1_-6,BMS6C02,98.36557705136758,0.000263556405407428,"[0.04639694039535989, 0.06710287668532695]",[0.01460707],14,"[-5.848404042041073e-11, 1.2163279330917725e-07, -9.94860472965354e-05, 0.04949536594157282, 0.6149033638307173]",[0.02550448],87,"[2.9763278776147494e-05, -0.0368308436428194, 1.6625852590363814, -26.500724853383797, 227.05789450769103]",[8.33907524],100
55,EMS_5_-5,EMS5C10,98.66577718478986,-0.00041047818927530955,"[0.04636259646580027, 0.06824801422768717]",[0.01646542],14,"[-5.655998353560715e-11, 1.184291243520013e-07, -9.753454824931694e-05, 0.04891682006785905, 0.6569239910535701]",[0.02535168],87,"[3.904529796777915e-05, -0.03725668514194631, 1.6706107371412091, -26.561269228757652, 227.1421114099346]",[8.49301359],100
56,EML_7_-4,EML4C13,98.96597731821214,1.542863560377583e-05,"[0.04631677454088462, 0.0698203902320746]",[0.01914798],14,"[-5.421024975088305e-11, 1.1448136716455191e-07, -9.510778246458792e-05, 0.04819115507462041, 0.7100802992139695]",[0.02512917],87,"[-0.0001887038585087584, -0.02979572284404838, 1.5890467755640465, -26.23227955426269, 226.79720214817672]",[8.12055712],100
57,BML_3_-5,BML5C05,98.56571047364909,1.0112818991103723e-05,"[0.04637216284974305, 0.06793482058506808]",[0.01593075],14,"[-5.708457098382204e-11, 1.1930500685864115e-07, -9.806966203114007e-05, 0.04907600582692147, 0.645348225216278]",[0.02537229],87,"[4.103636850053057e-05, -0.037287427513014816, 1.6695527786439723, -26.54186102670936, 227.08591599507994]",[8.48460946],100
58,BMS_1_-4,BMS4C02,98.36557705136758,0.00021899625590116045,"[0.04639709448569998, 0.06709413977047951]",[0.01457289],14,"[-5.85271818898132e-11, 1.2170462332846109e-07, -9.95299357558249e-05, 0.04950844222787141, 0.6139392965665532]",[0.02549959],87,"[3.421386379108979e-05, -0.03699178681849604, 1.6645303658741164, -26.50879506127522, 227.0602587214587]",[8.3426644],100
59,EOS_8_3,EOS3A16,98.36557705136758,0.0003164238249002693,"[0.0463958719160662, 0.06715092703961821]",[0.0146169],14,"[-5.846431889356188e-11, 1.2160053629155071e-07, -9.946705568065265e-05, 0.0494900492434006, 0.6152672560138592]",[0.02548005],87,"[2.864560431021068e-05, -0.03679037606650612, 1.6621021735691677, -26.49887631546147, 227.05859732719995]",[8.33934135],100
60,EMS_1_5,EMS5A02,98.36557705136758,0.0005943948897435547,"[0.04639389331270587, 0.0671738784316984]",[0.01475789],14,"[-5.831749931147144e-11, 1.2135630161170893e-07, -9.931823322174911e-05, 0.049445925457539945, 0.6184925477782102]",[0.0254957],87,"[-1.8735160485512377e-06, -0.03596297270389128, 1.6562612935995682, -26.496551178430867, 227.07392127471175]",[8.48669111],100
61,BML_7_4,BML5A13,98.46564376250834,-0.00043694853175590964,"[0.04639066822002719, 0.06730582959356615]",[0.0149294],14,"[-5.811695309908401e-11, 1.2102407847899645e-07, -9.911710973611205e-05, 0.04938673398657312, 0.6227724256775038]",[0.02545827],87,"[-2.097548072522632e-05, -0.03527244294889424, 1.647928998227831, -26.4622495333703, 227.06595316645013]",[8.47619158],100
62,BIS_2_-5,BIS5C04,98.46564376250834,0.00042387654118059004,"[0.046381634477184304, 0.06761441973494514]",[0.01540958],14,"[-5.761060317939755e-11, 1.2018092614084366e-07, -9.860343664144057e-05, 0.04923449251068644, 0.6338199095652232]",[0.02543407],87,"[4.6171102103900485e-05, -0.03719016004007844, 1.664630028242881, -26.500306805517592, 227.00900075436147]",[8.5551809],100
63,EOL_6_-5,EOL5C11,98.76584389593062,-0.00012223061244043265,"[0.04634610348551736, 0.06880340691761269]",[0.01740816],14,"[-5.5684940281716634e-11, 1.169640906511289e-07, -9.66376041638973e-05, 0.04864996162019378, 0.6764206273415273]",[0.02527265],87,"[2.4060868140836986e-05, -0.03678948989843959, 1.6655636995452279, -26.53960027087753, 227.12028071942797]",[8.33737411],100
64,EOS_4_-4,EOS4C08,98.36557705136758,0.00025578055527564203,"[0.046396841489850855, 0.06708517885430149]",[0.01461096],14,"[-5.848765076424842e-11, 1.216394844570365e-07, -9.949091285894387e-05, 0.04949713181838792, 0.6147355075119307]",[0.02548928],87,"[3.073283557861139e-05, -0.03686452771607541, 1.6629722185793014, -26.50222222165518, 227.05819616206264]",[8.33763009],100
65,BOL_2_-6,BOL6C03,98.26551034022681,-0.0003467493120385967,"[0.0464163221519656, 0.06646066517235351]",[0.01356669],14,"[-5.969680190299274e-11, 1.2364185482670473e-07, -0.00010070439502459053, 0.04985528670322857, 0.5888421001824046]",[0.02557565],87,"[-0.00012401711223454287, -0.03177576001879584, 1.6081692248425183, -26.29629738135861, 226.89802751247058]",[7.880491],100
66,EML_2_4,EML4A03,98.36557705136758,0.00043810058544480057,"[0.04639514536281864, 0.06716000000000114]",[0.014713],14,"[-5.837518217310938e-11, 1.2145236107151248e-07, -9.937687391260311e-05, 0.04946336568825492, 0.6172113844848267]",[0.02548326],87,"[4.178012813993811e-05, -0.037419809614317394, 1.6717391957927359, -26.549938569233657, 227.10483585488842]",[8.36857971],100
67,BEE_7_-1,BEE1C14,98.66577718478986,0.0006664645997975782,"[0.04635183100532085, 0.06861959280401231]",[0.01707838],14,"[-5.5987118265636855e-11, 1.1746965565118867e-07, -9.694664494670142e-05, 0.048741711188871786, 0.6697316673671672]",[0.02528725],87,"[5.350999769990511e-05, -0.037856205264080955, 1.678468880905975, -26.592975066282726, 227.1336807930828]",[8.32184371],100
68,BML_5_6,BML6A09,98.56571047364909,0.0003386417884696513,"[0.046369056113143986, 0.0680202621506183]",[0.01611198],14,"[-5.690270719759815e-11, 1.1900133367948558e-07, -9.788417203269637e-05, 0.049020943436130233, 0.6493547972282517]",[0.02537057],87,"[3.984532660293e-05, -0.03697895096622305, 1.6631779446478598, -26.508689352796775, 227.07363776111265]",[8.54017037],100
69,BIS_8_2,BIS2A16,98.76584389593062,-0.00039437709788714415,"[0.046348903619070084, 0.06871727628593496]",[0.01724898],14,"[-5.582693784033065e-11, 1.1720110999616549e-07, -9.678179285617409e-05, 0.04869240948449865, 0.6733381849098993]",[0.02527882],87,"[3.748202683022695e-05, -0.037275555335380434, 1.6714441652135559, -26.5639334346957, 227.12647780504918]",[8.33041095],100
