,calibName,chamber,splitDriftTime,diffJointPoint,para_smallRt,residual_smallRt,ndf_smallRt,para_largeRt,residual_largeRt,ndf_largeRt,para_res,residual_res,ndf_res
240,BMS_1_-3,BMS3C02,98.26551034022681,-0.00042718955543374904,"[0.046417433626128594, 0.06640571887575533]",[0.01353059],14,"[-5.975621703650873e-11, 1.2374038282770985e-07, -0.0001007638303438355, 0.04987245727592623, 0.5876146224978572]",[0.02559209],87,"[-0.00011879080549058786, -0.031963719510527074, 1.6104218108100625, -26.305456187155695, 226.89970192414611]",[7.87596794],100
241,BML_3_-2,BML2C05,98.66577718478986,-0.00020051324019743078,"[0.04636089897553348, 0.06829374915752483]",[0.01657861],14,"[-5.646076089073846e-11, 1.1826133695356211e-07, -9.743057063256695e-05, 0.04888559744883932, 0.6592323527105497]",[0.02533531],87,"[6.704099241120028e-05, -0.038243998516892364, 1.681792807373822, -26.597867111381042, 227.0968326421853]",[8.38086038],100
242,BIS_4_8,BIS8A08,100.16677785190126,0.0003751682255410671,"[0.04607957801129138, 0.07753043940725733]",[0.03026849],14,"[-4.726365559015557e-11, 1.0264452276316278e-07, -8.773627319422698e-05, 0.0459521938832255, 0.8725559609457775]",[0.02459832],87,"[-0.00013217454596931328, -0.03094314612025761, 1.5925456489864647, -26.209738578108905, 226.7912789196193]",[8.67725853],100
243,EEL_2_-1,EEL1C03,98.66577718478986,-0.0001284116903841337,"[0.046359802788970006, 0.06835102544832454]",[0.01663873],14,"[-5.6404733809894094e-11, 1.1816824478249566e-07, -9.737425155037574e-05, 0.048869079723240255, 0.6604191519136522]",[0.02533496],87,"[6.152866010352596e-05, -0.03804590462701332, 1.6794197880292434, -26.588208139703674, 227.09492994564525]",[8.38339778],100
244,EOS_8_4,EOS4A16,98.36557705136758,0.0005831342553737073,"[0.04639343767241092, 0.06720299135956792]",[0.01476207],14,"[-5.830693238751237e-11, 1.2133971260660655e-07, -9.93090471419961e-05, 0.04944349769253132, 0.6186303062476565]",[0.02548173],87,"[-3.0047880547372563e-06, -0.03592419072755616, 1.6558221501734347, -26.494897645671205, 227.07387012444354]",[8.487906],100
245,EMS_1_2,EMS2A02,98.36557705136758,-8.367525877517323e-05,"[0.046400198864548096, 0.06700910694373878]",[0.01438322],14,"[-5.872127415564409e-11, 1.2202545657440443e-07, -9.97239967345717e-05, 0.049565786272681496, 0.6098067822682449]",[0.02550806],87,"[-1.867735210409648e-05, -0.03519372077992625, 1.6442844812454052, -26.42844350578255, 227.001996565365]",[8.30240471],100
246,BOS_4_-3,BOS3C08,98.36557705136758,-0.0003560222683347547,"[0.04640320216831364, 0.06688283732249961]",[0.01429619],14,"[-5.885382319093628e-11, 1.2224712069949448e-07, -9.985959575928923e-05, 0.0496058411168792, 0.6068770340706721]",[0.02551601],87,"[-0.00010176771397005557, -0.032512192904253986, 1.616177582700915, -26.329849366297847, 226.96292727487952]",[8.18131976],100
247,BOL_6_-2,BOL2C11,98.46564376250834,0.0003597957662515583,"[0.046382055772793127, 0.06759430693799284]",[0.01539877],14,"[-5.765223105071662e-11, 1.202507837944597e-07, -9.864588633174335e-05, 0.04924665828665873, 0.6329280803997004]",[0.02543821],87,"[4.9722894619249106e-05, -0.037317505240737105, 1.6661527979217523, -26.506519097871713, 227.01049565204804]",[8.55379842],100
248,BMG_7_2,BMG4A14,43.72915276851234,0.0006197432916565937,"[0.045781750168312596, 0.06913273038717443]",[0.01023238],26,"[1.7876710702090615e-09, -5.228597076104391e-07, -8.190146978737143e-05, 0.062347443323496024, -0.46085115149892747]",[0.00059411],75,"[-0.0004904481968056049, -0.0317533864411508, 1.6570292336155252, -26.55799917144159, 227.16514590196084]",[6.54278196],100
249,EOL_2_-1,EOL1C03,98.36557705136758,0.0003670558117248035,"[0.04639608082822956, 0.06712040635509536]",[0.0146656],14,"[-5.842090449315886e-11, 1.2152817733785842e-07, -9.942320385988848e-05, 0.049477374285593664, 0.616195199933465]",[0.02548805],87,"[2.4874978093494234e-05, -0.03665252080643907, 1.6604116300162606, -26.491675439292607, 227.05574079217507]",[8.33807239],100
250,EMS_6_3,EMS3A12,98.66577718478986,-0.0005023764558789168,"[0.04636393198649822, 0.0681954560178744]",[0.01637847],14,"[-5.662693315224248e-11, 1.1854027764352048e-07, -9.76019929355888e-05, 0.048936776575171446, 0.6554984315930685]",[0.02533499],87,"[4.586372331612213e-05, -0.03750214566126123, 1.6735590132007445, -26.573353479858575, 227.14500264495382]",[8.49502098],100
251,BMS_1_1,BMS1A02,98.46564376250834,0.0006483331147375537,"[0.046379302063692444, 0.06767780743978018]",[0.01556313],14,"[-5.7465094225411946e-11, 1.1993983843659048e-07, -9.845755949315917e-05, 0.04919152861893121, 0.6369106905816776]",[0.02540521],87,"[7.836597058370404e-05, -0.03838894563737956, 1.679587802275035, -26.56719719834827, 227.06475195355762]",[8.49342514],100
252,EML_5_2,EML2A09,98.36557705136758,-0.0003967382719851642,"[0.04640375823721258, 0.0668644980307908]",[0.01424254],14,"[-5.889690865481308e-11, 1.223175977673227e-07, -9.990180727185806e-05, 0.04961831419285713, 0.6059911412284963]",[0.02552196],87,"[-9.726516515214868e-05, -0.032675016358724336, 1.6181464979052314, -26.338030664729693, 226.96534920854623]",[8.1818648],100
253,BML_7_-1,BML1C13,98.36557705136758,-0.00012500137705018233,"[0.04640078517959676, 0.06696789156909937]",[0.0143752],14,"[-5.874357352479791e-11, 1.2206324999654967e-07, -9.974703902300554e-05, 0.04957222576212167, 0.6093375594219443]",[0.02551174],87,"[-1.6879551576060202e-05, -0.035256796976824746, 1.6450169343032566, -26.431281597150733, 227.00218456064425]",[8.30563422],100
254,EMS_1_-3,EMS3C02,98.36557705136758,-0.00017943018117971832,"[0.046401280161431774, 0.06695496560896935]",[0.01436682],14,"[-5.876368503500323e-11, 1.2209668082985265e-07, -9.97674002750508e-05, 0.0495782836177994, 0.6088900850762448]",[0.02551137],87,"[-1.5412767887856627e-05, -0.03531158520092042, 1.64569972096148, -26.434150263449215, 227.00248528963925]",[8.30348788],100
255,EML_3_-2,EML2C05,98.46564376250834,3.840003041855056e-05,"[0.0463848806805851, 0.06751702769336371]",[0.0152153],14,"[-5.7836586208049176e-11, 1.2055865112840942e-07, -9.883402162511921e-05, 0.0493024471610079, 0.6288617544045589]",[0.02543442],87,"[0.00011267174331508805, -0.039215615833241256, 1.6840397480179181, -26.5583894446434, 227.0225402628515]",[8.46356581],100
256,EMS_4_1,EMS1A08,98.46564376250834,0.0005595456339264615,"[0.04638023709401128, 0.06765142857142843]",[0.01550957],14,"[-5.7529788791666965e-11, 1.2004673000852149e-07, -9.852187584607256e-05, 0.04921030525507806, 0.6355663521910639]",[0.02541075],87,"[8.410384122551685e-05, -0.03859762621967149, 1.6821235257286804, -26.5777200358922, 227.0672241192113]",[8.49193456],100
257,EEL_6_-2,EEL2C11,98.46564376250834,-0.00027850062577705614,"[0.046388398555336184, 0.06738232092877905]",[0.01504476],14,"[-5.8018982751866946e-11, 1.2086129561464625e-07, -9.901778944756701e-05, 0.0493568524343265, 0.6249094238248686]",[0.02544941],87,"[-3.093961125698255e-05, -0.03491099467552945, 1.6435511561314113, -26.444171623042557, 227.06195506741386]",[8.47365812],100
258,BIS_8_-4,BIS4C16,98.76584389593062,-0.00025026522872284573,"[0.04634741049422754, 0.06876571428571543]",[0.01732751],14,"[-5.5745378789871344e-11, 1.1706468628671395e-07, -9.669875237238994e-05, 0.048668030433477484, 0.6751047223300736]",[0.02528455],87,"[2.9650981304788247e-05, -0.036992676205238634, 1.6680303072978409, -26.549831828956446, 227.12282833093235]",[8.33423672],100
259,BIR_8_-4,BIR4C15,98.56571047364909,1.380277604923208e-05,"[0.046372114069123206, 0.06792569235738584]",[0.01595381],14,"[-5.7077516136954535e-11, 1.192932445838897e-07, -9.806216026202171e-05, 0.049073505565164044, 0.6455221352553178]",[0.02539126],87,"[3.996679944061571e-05, -0.037248355645601354, 1.6690746550544582, -26.539825680278966, 227.08502483685962]",[8.48668035],100
260,BMS_3_3,BMS3A06,98.36557705136758,-0.00021886357117129052,"[0.046401723076279815, 0.06694335906435252]",[0.0143533],14,"[-5.877164054405826e-11, 1.2211084583896212e-07, -9.977727847817467e-05, 0.04958186787870035, 0.6086128872621781]",[0.02551298],87,"[-1.380630053199499e-05, -0.035369401967356814, 1.6463945513989136, -26.437023503591, 227.00345173680012]",[8.30330261],100
261,BIR_6_-1,BIR1C11,98.66577718478986,-6.705602158163515e-05,"[0.046359458066207254, 0.0683507642916921]",[0.01664946],14,"[-5.6380123372935035e-11, 1.1812719256279896e-07, -9.734904756284386e-05, 0.04886145585268805, 0.660990188560445]",[0.02531908],87,"[5.9085892083056284e-05, -0.03795656479725834, 1.6783252196654572, -26.583582652161407, 227.09341984424404]",[8.38378762],100
262,BIS_6_-1,BIS1C12,98.86591060707137,0.00017819043039324356,"[0.046329533676636, 0.06936053689255602]",[0.01841299],14,"[-5.481366396086695e-11, 1.1549899960678615e-07, -9.573599834620138e-05, 0.04837997691537149, 0.6962113681108577]",[0.02517865],87,"[-4.301842356536243e-05, -0.03449552278346182, 1.6378642575324245, -26.397941380658658, 226.84708170313152]",[8.10535994],100
263,EIS_2_-2,EIS2C04,98.26551034022681,3.921579140175879e-05,"[0.046412366892503, 0.06658897580004423]",[0.01377487],14,"[-5.946547393667867e-11, 1.232595380754463e-07, -0.00010047270572957514, 0.04978660843598409, 0.5938203948135194]",[0.02557471],87,"[-5.510674760058418e-05, -0.03400187231502256, 1.6315702237837741, -26.37996497174989, 226.94495577807305]",[7.97785567],100
264,BIS_1_-8,BIS8C02,99.0660440293529,-0.00015472528745785752,"[0.046304766396020984, 0.07023714856999035]",[0.0198996],14,"[-5.361858051562034e-11, 1.1348145113598312e-07, -9.448993926971203e-05, 0.048005906276943566, 0.7237220330032469]",[0.02506226],87,"[4.610872916148631e-06, -0.03597320686992161, 1.652739435603906, -26.44902407955988, 226.87618490234436]",[7.90870648],100
265,EML_3_4,EML4A05,98.36557705136758,-0.00018916612091413043,"[0.046401595910931494, 0.06694271116979494]",[0.01437973],14,"[-5.875899829728061e-11, 1.2208933514079247e-07, -9.976296196224059e-05, 0.04957672917914475, 0.6090156652546459]",[0.02551882],87,"[-1.6131032777660193e-05, -0.03528427991126786, 1.6453510672694338, -26.4326099903061, 227.00193982080037]",[8.30119913],100
266,BML_5_-4,BML4C09,98.56571047364909,-0.0003803782196483141,"[0.046376029628471545, 0.06780270582569553]",[0.01571546],14,"[-5.7299885104391004e-11, 1.1966440064384237e-07, -9.828901223919094e-05, 0.04914103909522581, 0.6406039040592731]",[0.02539872],87,"[6.212171378199462e-05, -0.037799742795553815, 1.6724544547546396, -26.537764614565987, 227.05822269004688]",[8.48667167],100
267,BML_4_6,BML6A07,98.26551034022681,-2.158960148967992e-05,"[0.04641342539883783, 0.06653727739648717]",[0.01374165],14,"[-5.94977519713538e-11, 1.2331283967603149e-07, -0.00010050460704286571, 0.049795758906068514, 0.5931732063988145]",[0.02557318],87,"[-5.2491495572270154e-05, -0.03409627129355931, 1.6327035878360767, -26.384528281108178, 226.94524885555765]",[7.97611628],100
268,BMF_7_-2,BMF2C14,98.56571047364909,6.827353609839548e-05,"[0.04637207750088906, 0.06791115215459738]",[0.01597475],14,"[-5.705001892555459e-11, 1.192467733206374e-07, -9.803354306498373e-05, 0.04906513952117987, 0.6461469496174582]",[0.02538702],87,"[3.762311881923023e-05, -0.03716253860813773, 1.6680216444163347, -26.535353125876465, 227.08337945232788]",[8.48437943],100
269,BMG_7_-2,BMG4C14,43.72915276851234,0.0006197432916565937,"[0.045781750168312596, 0.06913273038717443]",[0.01023238],26,"[1.7876710702090615e-09, -5.228597076104391e-07, -8.190146978737143e-05, 0.062347443323496024, -0.46085115149892747]",[0.00059411],75,"[-0.0004904481968056049, -0.0317533864411508, 1.6570292336155252, -26.55799917144159, 227.16514590196084]",[6.54278196],100
270,BIM_6_-5,BIM5C11,98.66577718478986,0.0005529723904373895,"[0.04635313314101979, 0.06855986662116818]",[0.01702505],14,"[-5.6032646155879274e-11, 1.1754630281139862e-07, -9.699354815271229e-05, 0.04875539442493954, 0.668724152425826]",[0.02527689],87,"[2.474059905952958e-05, -0.036711565625063586, 1.6632527780572801, -26.52123108756605, 227.07808071991548]",[8.40148315],100
271,BMS_5_5,BMS5A10,98.46564376250834,0.0003276760807269241,"[0.04638253328674162, 0.06757997880049858]",[0.01536887],14,"[-5.766684176372781e-11, 1.2027447250973673e-07, -9.86600719654449e-05, 0.049250992259143776, 0.6326181989640006]",[0.02543147],87,"[5.093121909696206e-05, -0.0373632242911565, 1.6667298967184068, -26.508974060878515, 227.0107697890888]",[8.55335632],100
272,BIS_4_-4,BIS4C08,98.66577718478986,0.0005902775157577977,"[0.0463525195333457, 0.06858230917447225]",[0.01703463],14,"[-5.602697740849479e-11, 1.1753686181709764e-07, -9.698773536219893e-05, 0.04875363194488047, 0.6688491982507091]",[0.02529527],87,"[2.4167288341592665e-05, -0.036691143530196445, 1.66301171977758, -26.520279920450196, 227.07799814817562]",[8.40187197],100
273,EOS_2_-5,EOS5C04,98.16544362908606,-0.0002530608855000338,"[0.046429336820170544, 0.06601413535769701]",[0.01293607],14,"[-6.050143185975318e-11, 1.2496870226460207e-07, -0.00010150463924145347, 0.05009009876448217, 0.5719475674226058]",[0.02563381],87,"[-0.00023235466060506302, -0.028858328688888768, 1.5874331421531613, -26.29499531155121, 227.09367548059748]",[7.17415476],100
274,BOS_8_-3,BOS3C16,98.56571047364909,-0.0004188361290333731,"[0.04637691795623605, 0.06775457600018073]",[0.01569529],14,"[-5.732559535012612e-11, 1.197074713015708e-07, -9.831516814280981e-05, 0.049148577584004156, 0.6400771311211989]",[0.0253963],87,"[6.418567245728068e-05, -0.037873939217584196, 1.6733380483188098, -26.541252185962673, 227.0581534080655]",[8.48515834],100
275,BML_6_4,BML4A11,98.46564376250834,-0.0001013357520278646,"[0.046386599427193025, 0.06744335793290096]",[0.01515384],14,"[-5.789489267680735e-11, 1.2065565770374548e-07, -9.889317558745564e-05, 0.049320072769568214, 0.6275684671841302]",[0.02542854],87,"[0.00011806810098547143, -0.03941141092070608, 1.6864076538640638, -26.568085135541114, 227.02409732558363]",[8.46569395],100
276,BOF_6_-1,BOF1C12,98.76584389593062,0.00010123114878712869,"[0.046343716449170846, 0.068894285714287]",[0.01753607],14,"[-5.5567558044342155e-11, 1.167660820437038e-07, -9.651467761668121e-05, 0.04861246117769974, 0.679183460609386]",[0.02526464],87,"[-6.872690463956005e-06, -0.03598827345390927, 1.6600633191120409, -26.536222075932933, 227.13824915873056]",[8.30631882],100
277,BOG_6_-1,BOG2C12,98.66577718478986,0.00011239147861896726,"[0.04635747583329987, 0.06842000000000131]",[0.01677169],14,"[-5.626499992984389e-11, 1.1793471892277721e-07, -9.723144832837875e-05, 0.04882658271767281, 0.6635132189756882]",[0.0253252],87,"[4.7955962017477206e-05, -0.03755345797376659, 1.6734517742267785, -26.563478459768916, 227.08868393407056]",[8.38706903],100
278,BIM_8_4,BIM4A15,98.56571047364909,-0.0005975899928216677,"[0.04637862369648914, 0.06770857142857166]",[0.01556532],14,"[-5.744690750593383e-11, 1.1990843576029948e-07, -9.843719897223427e-05, 0.04918501060813605, 0.6374340165077543]",[0.02541315],87,"[7.64720707927191e-05, -0.03831945037850175, 1.6787383330352192, -26.56368848074395, 227.06421290644252]",[8.49057548],100
279,BIM_8_5,BIM5A15,98.56571047364909,0.0004976854345493109,"[0.04636726968587537, 0.06809415192299241]",[0.01618785],14,"[-5.681773579758593e-11, 1.1885924733698674e-07, -9.779716184526293e-05, 0.04899499535733227, 0.6512519594757677]",[0.02536505],87,"[6.30384776426754e-06, -0.03610604079994784, 1.6571162947215585, -26.504074547091793, 227.08782552138126]",[8.55319625],100
280,BML_6_5,BML5A11,98.56571047364909,-0.00028099745002219123,"[0.046374996362167326, 0.06782767401960926]",[0.01576146],14,"[-5.724389177425423e-11, 1.1957065631927176e-07, -9.823178200598544e-05, 0.04912418116520503, 0.6418165023963909]",[0.02538415],87,"[5.671207236430693e-05, -0.03760456938644209, 1.6701009905711528, -26.528034864917956, 227.05557072349953]",[8.48139368],100
281,BEE_1_-1,BEE1C02,98.56571047364909,-2.4172128370025803e-05,"[0.04637212788394271, 0.06793378594417183]",[0.01594349],14,"[-5.7084350791155955e-11, 1.1930556732154314e-07, -9.807057782723513e-05, 0.049076289139188385, 0.6452898739916921]",[0.02536935],87,"[4.072433274795813e-05, -0.03727684234227664, 1.6694337049457895, -26.541402685357543, 227.08577254431853]",[8.48391167],100
282,BOS_8_-2,BOS2C16,98.56571047364909,-0.0003812319530451802,"[0.04637610223749239, 0.0678037817238375]",[0.01571585],14,"[-5.7300767008789823e-11, 1.1966578081250715e-07, -9.82897178010288e-05, 0.04914117704350332, 0.6406033022967281]",[0.02540113],87,"[6.212171378199462e-05, -0.037799742795553815, 1.6724544547546396, -26.537764614565987, 227.05822269004688]",[8.48667167],100
283,EOS_2_-4,EOS4C04,98.26551034022681,-0.0005646312219598215,"[0.046418765067886246, 0.06637428959761682]",[0.01348094],14,"[-5.982336363157439e-11, 1.2385076528887101e-07, -0.00010083020876317597, 0.04989196598475282, 0.5862020334694138]",[0.02559829],87,"[-0.00011671532891496969, -0.032274836502339435, 1.6182618784425702, -26.37252312662493, 227.07422855667738]",[7.73665858],100
284,BOL_4_-6,BOL6C07,98.46564376250834,1.2706949261698242e-06,"[0.04638644722253817, 0.06742857588044612]",[0.01519731],14,"[-5.7846470472338306e-11, 1.2057406105992413e-07, -9.884269034443827e-05, 0.04930500654598783, 0.6287086774638708]",[0.02543313],87,"[0.00011377205929301953, -0.039253515137229536, 1.6844649549548123, -26.559849074901543, 227.02137856238951]",[8.46371086],100
285,EOL_8_1,EOL1A15,98.46564376250834,0.0002473150738957486,"[0.04638316588388238, 0.06756258072714864]",[0.01531227],14,"[-5.771138099622592e-11, 1.2034975549217728e-07, -9.870659724767354e-05, 0.04926483384108831, 0.631603210015435]",[0.0254226],87,"[5.55073655456128e-05, -0.037528573011729516, 1.6687276403272446, -26.517274117045485, 227.01329062710175]",[8.55306133],100
286,BMS_5_4,BMS4A10,98.46564376250834,0.0003171976530342846,"[0.046382672275930965, 0.0675794648846353]",[0.01536927],14,"[-5.7668015008023346e-11, 1.202765037485747e-07, -9.866126355589714e-05, 0.04925128595377991, 0.6326016976149836]",[0.02542491],87,"[5.092816423966573e-05, -0.03736325158453925, 1.6667325510111868, -26.508999445971895, 227.01079552732003]",[8.55248064],100
287,BIS_4_-5,BIS5C08,98.66577718478986,0.00030249128355119836,"[0.04635577854605338, 0.0684765920646112]",[0.01682991],14,"[-5.618673905296351e-11, 1.1780322162387494e-07, -9.715090127634306e-05, 0.04880288044853024, 0.6652658162310382]",[0.02530559],87,"[4.081420119039857e-05, -0.03729505676171214, 1.6703295997081118, -26.55059309246279, 227.08558233937774]",[8.39075842],100
288,BIM_6_-4,BIM4C11,98.66577718478986,4.3895597159782085e-05,"[0.04635856887933097, 0.0683800000000004]",[0.01671967],14,"[-5.632876804485928e-11, 1.180400045539233e-07, -9.72949017546158e-05, 0.04884529056929203, 0.6621893754931486]",[0.02532308],87,"[5.418068215535639e-05, -0.03777844454887209, 1.6761653394486777, -26.57463534338636, 227.09122444329222]",[8.38950811],100
289,BIM_8_-1,BIM1C15,98.56571047364909,-9.862886949019156e-05,"[0.046373230726356, 0.06789482061641973]",[0.01586853],14,"[-5.714260522912399e-11, 1.194020393187958e-07, -9.812925520401587e-05, 0.04909394238294755, 0.6440283304274326]",[0.0254019],87,"[4.6919357196078186e-05, -0.03750075847957739, 1.67213621421215, -26.552541651567495, 227.0884190495893]",[8.48171991],100
290,BMG_7_-3,BMG6C14,43.72915276851234,0.0006197432916565937,"[0.045781750168312596, 0.06913273038717443]",[0.01023238],26,"[1.7876710702090615e-09, -5.228597076104391e-07, -8.190146978737143e-05, 0.062347443323496024, -0.46085115149892747]",[0.00059411],75,"[-0.0004904481968056049, -0.0317533864411508, 1.6570292336155252, -26.55799917144159, 227.16514590196084]",[6.54278196],100
291,BMF_7_-3,BMF3C14,98.56571047364909,-0.000607921492049357,"[0.0463783139318638, 0.06772015126040071]",[0.015578],14,"[-5.7434983881406544e-11, 1.1988915777602063e-07, -9.842577420452553e-05, 0.049181557411207284, 0.6376514404897704]",[0.02540133],87,"[7.48531063189499e-05, -0.03826210338112002, 1.6780611755847423, -26.560960754551576, 227.06358751100174]",[8.48961565],100
292,BML_5_-5,BML5C09,98.56571047364909,-0.0001885896405937615,"[0.04637398194179661, 0.06787457604154445]",[0.01583298],14,"[-5.718279204890555e-11, 1.194694556279477e-07, -9.817063618223043e-05, 0.0491062437495372, 0.6431209368326369]",[0.02538924],87,"[5.098801614455207e-05, -0.0373973515352862, 1.6675975521775552, -26.517727243302755, 227.05325679616672]",[8.48214159],100
293,EML_3_5,EML5A05,98.36557705136758,-0.00025611748460363515,"[0.04640186954493543, 0.06693727722824211]",[0.01432356],14,"[-5.881717640788693e-11, 1.221864437021474e-07, -9.982260479795879e-05, 0.04959475166072311, 0.6076875178928797]",[0.02552465],87,"[-0.00010488809618462473, -0.03239821003878739, 1.6147921843013524, -26.324193315072748, 226.96241375451586]",[8.18276012],100
294,EES_8_-2,EES2C16,98.56571047364909,0.0003401338778106222,"[0.04636883325338861, 0.06802896727741241]",[0.0161203],14,"[-5.689496418467463e-11, 1.1898932112900395e-07, -9.787732772584319e-05, 0.049018872673140125, 0.6494914127539523]",[0.02537714],87,"[3.8850840089781074e-05, -0.036943153138558026, 1.6627471351609087, -26.506910218257598, 227.07314083225634]",[8.54045658],100
295,BIL_4_-1,BIL1C07,98.56571047364909,-0.00033378184023646895,"[0.046375742544352554, 0.0677972885568449]",[0.01574537],14,"[-5.72803512562435e-11, 1.196309527449742e-07, -9.826819864097726e-05, 0.049134963611981816, 0.6410435981071535]",[0.02538165],87,"[6.0288595648079426e-05, -0.03773374868500688, 1.6716582686839312, -26.534426133561315, 227.05688641101807]",[8.48669127],100
296,BMS_3_2,BMS2A06,98.56571047364909,-0.0006185132939595661,"[0.046378595012024314, 0.06770925168137622]",[0.01558717],14,"[-5.744438256605659e-11, 1.199049201965014e-07, -9.84355319421129e-05, 0.049184548619104346, 0.6374434150383598]",[0.0254167],87,"[7.590370508193173e-05, -0.03829964428031622, 1.6785077100844454, -26.562754631842626, 227.06382411822204]",[8.4918328],100
297,BIR_8_-5,BIR5C15,98.66577718478986,-0.0003872310101158405,"[0.04636249537445161, 0.06824790664665856]",[0.0164974],14,"[-5.653838172123631e-11, 1.1839305049007569e-07, -9.751259397108469e-05, 0.04891036581428866, 0.6573928487979407]",[0.0253219],87,"[3.6758238364176985e-05, -0.03717422739456426, 1.6696154013699516, -26.557114650107216, 227.14064493888753]",[8.49686376],100
298,BML_2_1,BML1A03,98.26551034022681,-0.00015502075287177064,"[0.046414939769649194, 0.0664971428571439]",[0.01369278],14,"[-5.956266054067871e-11, 1.2341999853902934e-07, -0.00010056968084089326, 0.04981520798728345, 0.591770010088486]",[0.02557676],87,"[-4.644629411563008e-05, -0.03431663575434943, 1.63538722757898, -26.39568905716985, 226.94789843237123]",[7.97665608],100
299,BIS_8_-5,BIS5C16,98.76584389593062,-0.0006072738506350817,"[0.046351444290880714, 0.06862040721317096]",[0.01713347],14,"[-5.59349211202656e-11, 1.1738089173440946e-07, -9.689149494745973e-05, 0.04872525700631301, 0.6709423154257472]",[0.02527112],87,"[4.813843970627727e-05, -0.03766202853275828, 1.6761208268159633, -26.583192728353975, 227.13051809121876]",[8.32560217],100
300,EES_4_-2,EES2C08,98.46564376250834,0.00031286378350436905,"[0.04638284148503916, 0.06756637930036842]",[0.01534738],14,"[-5.767099017320131e-11, 1.2028186757682222e-07, -9.866501821396741e-05, 0.049252646556048475, 0.632498529066304]",[0.0254241],87,"[5.1828027756430346e-05, -0.037394925894200404, 1.667103698497219, -26.510489847372607, 227.01124916351404]",[8.55465137],100
301,EML_5_3,EML3A09,98.36557705136758,-0.00010653552789552378,"[0.04640023497137563, 0.06699399580421105]",[0.01441764],14,"[-5.870634097590663e-11, 1.2200181956399468e-07, -9.971074871220585e-05, 0.04956223339947312, 0.6100147567194106]",[0.0255014],87,"[-2.0028050800042618e-05, -0.03514471727818111, 1.6436866735380251, -26.42589127016012, 227.00086164837617]",[8.30175376],100
302,BMS_5_-1,BMS1C10,98.66577718478986,-0.0003747867130368121,"[0.04636245161365865, 0.06824807236099693]",[0.01649821],14,"[-5.654175257632126e-11, 1.1839801965158539e-07, -9.751485559119692e-05, 0.04891067381729273, 0.6573883150351176]",[0.02533425],87,"[3.681500051573732e-05, -0.03717577172550228, 1.6696271625324743, -26.55713214076997, 227.14064336286728]",[8.49594386],100
303,EML_3_-3,EML3C05,98.46564376250834,-7.41280353722118e-05,"[0.046386652774966376, 0.06744256704384828]",[0.01512666],14,"[-5.791250308172017e-11, 1.206835197180579e-07, -9.890930822621674e-05, 0.04932493147928507, 0.6272531910152541]",[0.02542877],87,"[8.314561834953628e-05, -0.03852055396299207, 1.6797225075042406, -26.552660425761204, 227.01568340193194]",[8.41075551],100
304,EMS_1_-2,EMS2C02,98.46564376250834,0.00024729036620740885,"[0.04638334968256387, 0.06755624498129098]",[0.01531452],14,"[-5.772267139119914e-11, 1.2036820175251037e-07, -9.871779470499563e-05, 0.04926829341344651, 0.6313663143514471]",[0.02543203],87,"[5.6863963902268e-05, -0.03757734175858675, 1.669312041806204, -26.5196576097262, 227.01381557299788]",[8.55645153],100
305,BOS_8_6,BOS6A16,98.66577718478986,-0.00022897073451932926,"[0.04636101502788654, 0.06829712212884702]",[0.01657],14,"[-5.646562549003197e-11, 1.1826945596937621e-07, -9.743534523202834e-05, 0.04888683147521077, 0.6591361054882682]",[0.02534361],87,"[6.712463241202678e-05, -0.03824772317554063, 1.6818480691831765, -26.598154570154076, 227.09702968112492]",[8.37951752],100
306,EEL_8_2,EEL2A15,98.36557705136758,0.000563371174591154,"[0.04639379168557389, 0.06720586528606359]",[0.01476667],14,"[-5.830156967753176e-11, 1.213308762578206e-07, -9.930380676165998e-05, 0.049442033031321955, 0.6187495153051267]",[0.02547859],87,"[-3.4447910378638783e-06, -0.03590823384147712, 1.6556304042145011, -26.494136218582607, 227.07391223855393]",[8.48504775],100
307,EMS_6_2,EMS2A12,98.56571047364909,0.0002957985795113416,"[0.04636941295114049, 0.06802531844624798]",[0.01606683],14,"[-5.693004817408244e-11, 1.1904623996442304e-07, -9.791136750272418e-05, 0.04902926473163224, 0.6487557762857488]",[0.02536873],87,"[4.2969982282767944e-05, -0.03709310454837947, 1.664576810973803, -26.51462784455957, 227.07577625851778]",[8.53876983],100
308,BOL_8_-6,BOL6C15,98.46564376250834,-0.00014824028039317483,"[0.04638772043015821, 0.06740066504805829]",[0.01508176],14,"[-5.794953941116152e-11, 1.2074477972214266e-07, -9.89469597479097e-05, 0.049336538065164144, 0.6264095021627119]",[0.02543782],87,"[8.708353868649349e-05, -0.03866353988100738, 1.6814526200683622, -26.559761199342574, 227.0170327038974]",[8.40975891],100
309,BOL_6_-3,BOL3C11,98.36557705136758,-4.159806436287994e-05,"[0.04640008743233141, 0.06698584708208263]",[0.01442463],14,"[-5.869134699792561e-11, 1.219764760956789e-07, -9.969416494023656e-05, 0.049556553366569375, 0.6104780086313953]",[0.02550147],87,"[-2.193745821748827e-05, -0.03507351755664462, 1.642797662881846, -26.422065430749623, 226.9995553967351]",[8.30081183],100
